data(p149):a2(A,2):-0.3271161170993295 
data(p76):a2(A,0):-0.11399659001951121 
data(p76):a3(A,2):0.5247650863409589 
data(p76):a8(A,1):-1.9978730584258908 
data(p76):a11(A,0):-0.43259922705932324 
data(p76):a14(A,1):-0.514223044206932 
data(p76):a15(A,0):-0.45386249240488963 
data(p76):a1(A,b):0.3494201863037883 
data(p76):a4(A,u):-0.07698517149160633 
data(p76):a5(A,g):-0.09245138553020524 
data(p76):a6(A,q):-1.3830752129548758 
data(p76):a7(A,v):-0.26092267735385555 
data(p76):a9(A,t):1.6365974209240206 
data(p76):a10(A,t):-0.5607190681528988 
data(p76):a12(A,f):0.2061408210741802 
data(p76):a13(A,g):-0.11695678548255174 
data(p78):a2(A,0):-1.0675113843043735 
data(p78):a3(A,0):-1.0142734423492445 
data(p78):a8(A,1):-1.3948060547678214 
data(p78):a11(A,0):-0.3585197940091127 
data(p78):a14(A,1):-1.4205116483702211 
data(p78):a15(A,0):-0.7062780966841444 
data(p78):a1(A,a):1.3148512293553039 
data(p78):a4(A,y):-0.8296219232440697 
data(p78):a5(A,p):-0.5114084026207286 
data(p78):a6(A,aa):-0.1864879901907768 
data(p78):a7(A,v):-0.05748471383110806 
data(p78):a9(A,t):0.920549620158252 
data(p78):a10(A,f):-1.004834362593557 
data(p78):a12(A,t):-0.08176395811950682 
data(p78):a13(A,g):-0.12688349483076938 
data(p264):a2(A,0):-0.4853318245122848 
data(p264):a3(A,3):0.5589290657726195 
data(p264):a8(A,0):-0.5631116039284642 
data(p264):a11(A,0):-0.2853805061981762 
data(p264):a14(A,1):-1.2212462741871435 
data(p264):a15(A,1):-0.7666277462035461 
data(p264):a1(A,a):1.33959777048296 
data(p264):a4(A,y):-1.0636961640113891 
data(p264):a5(A,p):-0.7682491093929601 
data(p264):a6(A,x):1.4072971608255287 
data(p264):a7(A,h):0.38325692527051064 
data(p264):a9(A,f):-2.880477927731428 
data(p264):a10(A,f):-0.32711029745927545 
data(p264):a12(A,t):0.3809861317384194 
data(p264):a13(A,g):-0.23709408435286145 
data(p150):a2(A,3):0.15319285191720533 
data(p150):a3(A,3):-0.3065654340990825 
data(p150):a8(A,3):1.6280780597103013 
data(p150):a11(A,1):1.3261291870526257 
data(p150):a14(A,0):0.43822797862045426 
data(p150):a15(A,2):0.7035213937409649 
data(p150):a1(A,a):1.4474355956426632 
data(p150):a4(A,u):-0.09609606707806993 
data(p150):a5(A,g):-0.10865894414159338 
data(p150):a6(A,c):0.08012576211821758 
data(p150):a7(A,v):0.2636518792789179 
data(p150):a9(A,t):1.852329479876685 
data(p150):a10(A,t):0.12863386143127928 
data(p150):a12(A,f):0.4298837038019221 
data(p150):a13(A,g):-0.07462160912316919 
data(p641):a2(A,2):-1.0179135291524541 
data(p641):a3(A,1):-0.5399144775102251 
data(p641):a8(A,2):1.930133897898611 
data(p641):a11(A,0):-0.4037693122768741 
data(p641):a14(A,2):0.11282130883532393 
data(p641):a15(A,1):0.7055544726802621 
data(p641):a1(A,b):0.7649218924131123 
data(p641):a4(A,u):-0.407381308257827 
data(p641):a5(A,g):-0.19591157592890576 
data(p641):a6(A,i):-0.47687536575229794 
data(p641):a7(A,bb):0.19497568414878066 
data(p641):a9(A,f):-1.8540443654255265 
data(p641):a10(A,f):-0.16577099250618899 
data(p641):a12(A,t):-0.07099657385871638 
data(p641):a13(A,g):-0.17295764279887754 
data(p515):a2(A,0):1.5940815114719311 
data(p515):a3(A,1):-0.9305254928819678 
data(p515):a8(A,2):1.4450481451804815 
data(p515):a11(A,0):-0.3411713208112399 
data(p515):a14(A,0):1.4235590969137442 
data(p515):a15(A,0):0.3312244332941792 
data(p515):a1(A,b):0.48211018618073515 
data(p515):a4(A,y):-1.5211769398745465 
data(p515):a5(A,p):-0.929628298454867 
data(p515):a6(A,c):0.48614020861162405 
data(p515):a7(A,h):0.9905026634493871 
data(p515):a9(A,t):0.9743497107583975 
data(p515):a10(A,f):-0.6795084945863352 
data(p515):a12(A,f):0.1487867453895133 
data(p515):a13(A,g):-0.11321458398284062 
data(p647):a2(A,0):-0.2138631093991471 
data(p647):a3(A,3):-0.3080833856716543 
data(p647):a8(A,0):-0.3174302517645216 
data(p647):a11(A,0):-0.29956639855522416 
data(p647):a14(A,0):0.12293116799838383 
data(p647):a15(A,1):-0.8668259677586196 
data(p647):a1(A,a):1.452159526864721 
data(p647):a4(A,u):-0.23041793670494315 
data(p647):a5(A,g):-0.11863535995558369 
data(p647):a6(A,c):0.25087235424147797 
data(p647):a7(A,v):0.2690974384358591 
data(p647):a9(A,f):-3.1610520622951017 
data(p647):a10(A,f):-0.159171106106782 
data(p647):a12(A,f):0.34024917996961945 
data(p647):a13(A,g):-0.12833662063366336 
data(p470):a2(A,0):1.0379077363153388 
data(p470):a3(A,2):0.09013070225737327 
data(p470):a8(A,1):-2.4765838329125964 
data(p470):a11(A,0):-0.35361590913597496 
data(p470):a14(A,1):-0.6936597472973468 
data(p470):a15(A,0):-0.07325955092200488 
data(p470):a1(A,b):0.6076778562043303 
data(p470):a4(A,u):-0.18114964939297623 
data(p470):a5(A,g):-0.0979520468041155 
data(p470):a6(A,i):-0.5530579792255111 
data(p470):a7(A,h):0.9764475965689424 
data(p470):a9(A,f):-3.0537642040846698 
data(p470):a10(A,f):-0.05055927583145068 
data(p470):a12(A,t):0.15918078947209807 
data(p470):a13(A,g):-0.22064140945099528 
data(p565):a2(A,3):-0.6543583331652906 
data(p565):a3(A,2):0.5796512589938883 
data(p565):a8(A,3):1.7661892384183415 
data(p565):a11(A,0):-0.3282531000319802 
data(p565):a14(A,1):0.04657515075361025 
data(p565):a15(A,0):-0.6690194643484687 
data(p565):a1(A,b):0.5996326331760499 
data(p565):a4(A,u):-0.006066314954619408 
data(p565):a5(A,g):-0.09834403431497268 
data(p565):a6(A,q):1.231684432139473 
data(p565):a7(A,h):1.4367969430135035 
data(p565):a9(A,t):1.329981367305537 
data(p565):a10(A,f):-0.2686597299829959 
data(p565):a12(A,t):0.14321812732763506 
data(p565):a13(A,g):-0.16267009757131073 
data(p462):a2(A,1):0.3537604077117285 
data(p462):a3(A,0):1.107804815533788 
data(p462):a8(A,0):-1.0650320833799996 
data(p462):a11(A,1):1.359706081737754 
data(p462):a14(A,2):-0.8250434064342482 
data(p462):a15(A,2):0.8942507657855587 
data(p462):a1(A,b):0.578105799416218 
data(p462):a4(A,u):-0.3527418443777895 
data(p462):a5(A,g):-0.19351439449910793 
data(p462):a6(A,m):-0.012374032263856711 
data(p462):a7(A,v):0.1721878845965317 
data(p462):a9(A,f):-3.5182802933907826 
data(p462):a10(A,t):-0.524030085629199 
data(p462):a12(A,f):0.29533656021632276 
data(p462):a13(A,g):-0.10166403585625926 
data(p254):a2(A,1):1.3851922094460563 
data(p254):a3(A,3):-0.7871973607611565 
data(p254):a8(A,1):-1.8936051847701985 
data(p254):a11(A,0):-0.42337839704135466 
data(p254):a14(A,1):-0.18053089169829845 
data(p254):a15(A,0):-0.5128501514604898 
data(p254):a1(A,b):0.20698810918502855 
data(p254):a4(A,u):-0.22232226476140107 
data(p254):a5(A,g):-0.17221253733341926 
data(p254):a6(A,x):1.3373954206732377 
data(p254):a7(A,h):1.2023496167627064 
data(p254):a9(A,t):1.5807190671971076 
data(p254):a10(A,t):-0.222693454721315 
data(p254):a12(A,f):0.5558787946681166 
data(p254):a13(A,g):-0.13452181446035302 
data(p370):a2(A,0):0.14021984182400657 
data(p370):a3(A,0):1.0470435065988897 
data(p370):a8(A,1):-2.283415040908839 
data(p370):a11(A,0):-0.33862817713556076 
data(p370):a14(A,1):-1.581609334805845 
data(p370):a15(A,0):-0.030286955112645265 
data(p370):a1(A,b):0.5424677726102412 
data(p370):a4(A,y):-1.2513772825428182 
data(p370):a5(A,p):-0.6240680835050668 
data(p370):a6(A,r):0.0 
data(p370):a7(A,n):0.0 
data(p370):a9(A,f):-2.096928414404538 
data(p370):a10(A,f):-0.15693413848137136 
data(p370):a12(A,t):0.12701776463699121 
data(p370):a13(A,g):-0.19184000724463812 
data(p322):a2(A,0):0.24955246601191422 
data(p322):a3(A,0):0.1752180193327437 
data(p322):a8(A,3):1.316390907737865 
data(p322):a11(A,0):-0.2565631978474549 
data(p322):a14(A,3):0.4982414539819943 
data(p322):a15(A,0):-0.5208928746868564 
data(p322):a1(A,a):0.7885002172934547 
data(p322):a4(A,l):0.0 
data(p322):a5(A,gg):0.0 
data(p322):a6(A,cc):1.0834768718258676 
data(p322):a7(A,ff):-0.23115425016341715 
data(p322):a9(A,f):-1.0800532842695596 
data(p322):a10(A,f):-0.24201947743725297 
data(p322):a12(A,t):-0.08136719728631482 
data(p322):a13(A,s):0.0773720281684741 
data(p152):a2(A,3):0.5450738875470497 
data(p152):a3(A,3):-0.46927859025897867 
data(p152):a8(A,3):1.5013132037947228 
data(p152):a11(A,1):1.123805599016579 
data(p152):a14(A,0):0.31530719662688 
data(p152):a15(A,2):0.6122854016255974 
data(p152):a1(A,a):1.4801324637650226 
data(p152):a4(A,u):-0.12586333421177393 
data(p152):a5(A,g):-0.13063297278603236 
data(p152):a6(A,q):-1.9610722816648918 
data(p152):a7(A,v):0.024084743158211776 
data(p152):a9(A,t):1.810063005363517 
data(p152):a10(A,t):-0.10148638476700772 
data(p152):a12(A,f):0.05801289096128111 
data(p152):a13(A,g):-0.09397772299683516 
data(p303):a2(A,1):1.2260323901503576 
data(p303):a3(A,0):0.5470330514322729 
data(p303):a8(A,1):-2.3228781390875417 
data(p303):a11(A,0):-0.37813681237577834 
data(p303):a14(A,3):0.686204907161304 
data(p303):a15(A,0):-0.977788369589209 
data(p303):a1(A,b):0.7212669065868579 
data(p303):a4(A,u):-0.8293977824039541 
data(p303):a5(A,g):-0.275176161562291 
data(p303):a6(A,c):1.47817910230091 
data(p303):a7(A,v):-0.5719619908543881 
data(p303):a9(A,f):-2.2419697291798477 
data(p303):a10(A,f):0.04690400893887991 
data(p303):a12(A,t):-0.152887467456892 
data(p303):a13(A,s):-0.15580473428893918 
data(p191):a2(A,0):0.993236714743101 
data(p191):a3(A,3):0.02562105946195243 
data(p191):a8(A,3):1.5323272763983848 
data(p191):a11(A,0):-0.3603827734823857 
data(p191):a14(A,0):2.9886797451257903 
data(p191):a15(A,0):-0.07503792204885436 
data(p191):a1(A,b):0.596527733637716 
data(p191):a4(A,u):-0.20200179828146814 
data(p191):a5(A,g):-0.04125594596205618 
data(p191):a6(A,c):0.25981508941427306 
data(p191):a7(A,v):-0.3898969264915988 
data(p191):a9(A,t):1.2074093599205176 
data(p191):a10(A,f):-0.6341872203496839 
data(p191):a12(A,t):0.17624822142473845 
data(p191):a13(A,g):-0.08315440437871356 
data(p587):a2(A,3):-0.5203881097970535 
data(p587):a3(A,3):-0.1774651131034744 
data(p587):a8(A,3):2.4849455212641205 
data(p587):a11(A,1):1.0929793774223884 
data(p587):a14(A,0):1.1149172686490019 
data(p587):a15(A,2):0.6340060403039566 
data(p587):a1(A,b):0.2943369970806872 
data(p587):a4(A,u):-0.09512389472321181 
data(p587):a5(A,g):-0.09725212408625637 
data(p587):a6(A,x):0.9797032213956188 
data(p587):a7(A,h):0.9880803253497831 
data(p587):a9(A,t):1.6803681495671254 
data(p587):a10(A,t):-0.06178857738336876 
data(p587):a12(A,t):-0.035468801457907956 
data(p587):a13(A,g):-0.10493567459068145 
data(p349):a2(A,3):0.5510621780487853 
data(p349):a3(A,0):0.24606965079264675 
data(p349):a8(A,1):-2.536731208397787 
data(p349):a11(A,0):-0.5432249176792902 
data(p349):a14(A,2):-2.3259017705438976 
data(p349):a15(A,0):-1.4930106956508027 
data(p349):a1(A,b):0.5042986067220716 
data(p349):a4(A,u):-0.3602578484017588 
data(p349):a5(A,g):-0.21859056677462413 
data(p349):a6(A,c):0.4301697631876145 
data(p349):a7(A,v):0.18753443209782733 
data(p349):a9(A,t):1.0860715985219929 
data(p349):a10(A,t):-0.2705083717644417 
data(p349):a12(A,t):-0.40978840464281135 
data(p349):a13(A,g):-0.05757269401515382 
data(p244):a2(A,0):-1.0592904424796175 
data(p244):a3(A,3):-0.3305752865064239 
data(p244):a8(A,3):2.2299691082495676 
data(p244):a11(A,1):1.1112893999188977 
data(p244):a14(A,2):-0.15850643836877418 
data(p244):a15(A,2):1.1528219622625435 
data(p244):a1(A,a):1.2020984366578726 
data(p244):a4(A,u):-0.12179025700587245 
data(p244):a5(A,g):-0.12795014531863597 
data(p244):a6(A,q):-2.1928690452695925 
data(p244):a7(A,v):-0.40680526400307376 
data(p244):a9(A,t):1.4651898351086186 
data(p244):a10(A,t):-0.37704065125448893 
data(p244):a12(A,f):0.5550340230279338 
data(p244):a13(A,g):-0.11159649435828273 
data(p88):a2(A,1):1.3190677275557807 
data(p88):a3(A,1):-1.0805092935980924 
data(p88):a8(A,3):1.128770232093651 
data(p88):a11(A,0):-0.4943205275212709 
data(p88):a14(A,2):-0.9941493004998616 
data(p88):a15(A,0):-1.081533284577563 
data(p88):a1(A,b):0.5508044764273337 
data(p88):a4(A,y):-1.5768903577117521 
data(p88):a5(A,p):-0.8043968049182595 
data(p88):a6(A,aa):-0.14828508417136887 
data(p88):a7(A,v):-0.17953889106998505 
data(p88):a9(A,t):0.8904133300466064 
data(p88):a10(A,f):-1.351022310967407 
data(p88):a12(A,f):0.40655690591578414 
data(p88):a13(A,g):-0.15133119388731173 
data(p625):a2(A,0):-0.21807193501611605 
data(p625):a3(A,0):0.9729179108975692 
data(p625):a8(A,1):-1.9100969953351463 
data(p625):a11(A,0):-0.3448312988012495 
data(p625):a14(A,1):-1.2506216193935984 
data(p625):a15(A,0):-0.09367967180285873 
data(p625):a1(A,b):0.4194251587506655 
data(p625):a4(A,y):-1.327497443657897 
data(p625):a5(A,p):-0.6918833823629936 
data(p625):a6(A,cc):1.1891890329899573 
data(p625):a7(A,v):-0.43707041733124274 
data(p625):a9(A,f):-2.312377380214414 
data(p625):a10(A,f):-0.17296676882081508 
data(p625):a12(A,f):0.27401913985851517 
data(p625):a13(A,g):-0.11613846428712607 
data(p419):a2(A,3):0.538254359413982 
data(p419):a3(A,0):2.377258950951378 
data(p419):a8(A,1):-2.3307788734290655 
data(p419):a11(A,0):-0.40239995639626 
data(p419):a14(A,2):-0.15646000697716883 
data(p419):a15(A,2):1.2054560019057698 
data(p419):a1(A,b):0.4669977489104298 
data(p419):a4(A,u):-0.2126293333548813 
data(p419):a5(A,g):-0.13881354773710874 
data(p419):a6(A,c):0.7384210127667907 
data(p419):a7(A,v):-0.1729204260206747 
data(p419):a9(A,f):-3.103598837753352 
data(p419):a10(A,t):-0.4897142839886165 
data(p419):a12(A,f):0.7162525035260632 
data(p419):a13(A,g):-0.05744386721038867 
data(p289):a2(A,0):-1.2521371537533703 
data(p289):a3(A,0):1.309479529191281 
data(p289):a8(A,0):-1.0162276376159367 
data(p289):a11(A,0):-0.3609953954807294 
data(p289):a14(A,2):-1.4937806120762458 
data(p289):a15(A,0):-0.036072870626767374 
data(p289):a1(A,b):0.37067068082988713 
data(p289):a4(A,y):-0.9715505392575863 
data(p289):a5(A,p):-0.5059643472376524 
data(p289):a6(A,c):1.1383933115214153 
data(p289):a7(A,v):-0.16520713795959102 
data(p289):a9(A,f):-2.392569864808319 
data(p289):a10(A,t):-0.4027436539067411 
data(p289):a12(A,f):0.021705847894740067 
data(p289):a13(A,g):-0.15878824658894022 
data(p167):a2(A,0):-0.12956147850455774 
data(p167):a3(A,3):-0.2819764611449639 
data(p167):a8(A,1):-1.9889010646009153 
data(p167):a11(A,0):-0.27604160159624924 
data(p167):a14(A,0):1.2133766288020487 
data(p167):a15(A,2):0.4580461024575069 
data(p167):a1(A,b):0.5217994578440712 
data(p167):a4(A,u):-0.17336002801914036 
data(p167):a5(A,g):-0.04404405969988767 
data(p167):a6(A,q):0.3344514729689408 
data(p167):a7(A,v):-0.15857684430417987 
data(p167):a9(A,t):1.5105404993860962 
data(p167):a10(A,f):0.1440934395760709 
data(p167):a12(A,t):0.355228433468349 
data(p167):a13(A,g):-0.07357653422050164 
data(p596):a2(A,1):1.5420791636563616 
data(p596):a3(A,0):1.715997847959148 
data(p596):a8(A,1):-1.221485883910015 
data(p596):a11(A,0):-0.3661771062905886 
data(p596):a14(A,3):0.7370977083323611 
data(p596):a15(A,1):0.6970464327159446 
data(p596):a1(A,b):0.6252731431863285 
data(p596):a4(A,u):-0.21515985442288801 
data(p596):a5(A,g):-0.1423607898933717 
data(p596):a6(A,c):0.9290579064757067 
data(p596):a7(A,bb):-0.024139560501542794 
data(p596):a9(A,t):1.0094636327139261 
data(p596):a10(A,f):-0.5516522185681556 
data(p596):a12(A,f):0.6979786154451416 
data(p596):a13(A,g):-0.07790613033443394 
data(p645):a2(A,2):-0.34144324068216747 
data(p645):a3(A,0):0.7192490717772739 
data(p645):a8(A,1):-2.0081180640133076 
data(p645):a11(A,0):-0.33698447008140725 
data(p645):a14(A,3):1.6838221792798342 
data(p645):a15(A,0):-1.224212826917358 
data(p645):a1(A,b):0.4979329436840594 
data(p645):a4(A,y):-0.7719571160709564 
data(p645):a5(A,p):-0.4304074799422852 
data(p645):a6(A,w):1.4905790731604516 
data(p645):a7(A,v):0.11501223385004074 
data(p645):a9(A,f):-2.2460148426489943 
data(p645):a10(A,f):-0.19539815030965574 
data(p645):a12(A,t):0.2565823464952212 
data(p645):a13(A,g):-0.1841482910270398 
data(p156):a2(A,0):-0.6216453449099382 
data(p156):a3(A,3):0.5486223617414089 
data(p156):a8(A,0):0.12990524283512395 
data(p156):a11(A,1):0.9908475188168128 
data(p156):a14(A,0):1.9368529227932323 
data(p156):a15(A,0):0.3888982617225957 
data(p156):a1(A,a):1.3378606403990958 
data(p156):a4(A,y):-0.712317184919012 
data(p156):a5(A,p):-0.5579124692604494 
data(p156):a6(A,j):0.0 
data(p156):a7(A,j):0.0 
data(p156):a9(A,t):1.4702696706340972 
data(p156):a10(A,t):-0.1934434383660209 
data(p156):a12(A,t):0.41664814268782674 
data(p156):a13(A,g):-0.1510025819334407 
data(p357):a2(A,3):0.6066593427474576 
data(p357):a3(A,1):-0.41169475019653745 
data(p357):a8(A,0):-0.1866633732266642 
data(p357):a11(A,0):-0.4053609616410632 
data(p357):a14(A,2):-0.4305342091181676 
data(p357):a15(A,0):-0.552092092230499 
data(p357):a1(A,b):0.6761658216228382 
data(p357):a4(A,u):-0.20419614591823065 
data(p357):a5(A,g):-0.1842455237692188 
data(p357):a6(A,d):0.01757566880376124 
data(p357):a7(A,v):0.3530252866714858 
data(p357):a9(A,f):-2.3795351206235162 
data(p357):a10(A,f):-0.13143601590353785 
data(p357):a12(A,f):0.34578858053455985 
data(p357):a13(A,g):-0.10756603055806768 
data(p382):a2(A,0):0.004080871423180022 
data(p382):a3(A,2):0.1465026616733862 
data(p382):a8(A,0):0.009592043135710845 
data(p382):a11(A,0):-0.3410974099556952 
data(p382):a14(A,1):-0.36691686357616016 
data(p382):a15(A,0):0.09381490291619804 
data(p382):a1(A,a):1.4408932495774323 
data(p382):a4(A,u):-0.2297789678921912 
data(p382):a5(A,g):-0.1559412653980257 
data(p382):a6(A,c):0.522294809505233 
data(p382):a7(A,v):0.22499906047548873 
data(p382):a9(A,f):-3.133072555450695 
data(p382):a10(A,f):-0.26522425198716526 
data(p382):a12(A,f):0.7290489530245656 
data(p382):a13(A,g):-0.16074367894320224 
data(p280):a2(A,0):-0.8842536026966373 
data(p280):a3(A,0):-0.8859769506795683 
data(p280):a8(A,0):-0.6123357854505279 
data(p280):a11(A,0):-0.3605666924180094 
data(p280):a14(A,2):-2.5880710253960593 
data(p280):a15(A,0):-1.2423743788087496 
data(p280):a1(A,b):0.537642816992657 
data(p280):a4(A,u):-0.1966835351181196 
data(p280):a5(A,g):-0.14368312123471638 
data(p280):a6(A,m):-0.04861679047640306 
data(p280):a7(A,v):0.01109549930314288 
data(p280):a9(A,t):0.848683008278533 
data(p280):a10(A,f):-0.7667843804576828 
data(p280):a12(A,f):0.5256674657465824 
data(p280):a13(A,s):-0.388341277103009 
data(p127):a2(A,3):-0.358784003709233 
data(p127):a3(A,1):-0.060005791501765215 
data(p127):a8(A,2):1.2815149186610082 
data(p127):a11(A,1):1.3865181369988588 
data(p127):a14(A,3):0.6944384168220089 
data(p127):a15(A,2):1.8635298728754797 
data(p127):a1(A,b):0.6241371895401261 
data(p127):a4(A,u):-0.28315057013241157 
data(p127):a5(A,g):-0.1562719984597422 
data(p127):a6(A,m):0.05340288828884914 
data(p127):a7(A,bb):-0.04180072917006534 
data(p127):a9(A,t):1.4186037993936653 
data(p127):a10(A,t):-0.25302906127736835 
data(p127):a12(A,t):-0.17081063309181196 
data(p127):a13(A,g):-0.097835193418522 
data(p23):a2(A,3):0.14215005774520212 
data(p23):a3(A,3):0.23785055100195585 
data(p23):a8(A,3):0.9927408470086974 
data(p23):a11(A,1):1.3096315254439295 
data(p23):a14(A,0):1.1171893155366028 
data(p23):a15(A,2):0.8193165999887188 
data(p23):a1(A,a):1.1845176247013738 
data(p23):a4(A,u):-0.20825990065021596 
data(p23):a5(A,g):-0.11392377903203466 
data(p23):a6(A,c):0.08218963126993221 
data(p23):a7(A,v):0.25428816284741756 
data(p23):a9(A,t):1.7525841756665383 
data(p23):a10(A,t):0.025491594865417494 
data(p23):a12(A,t):-0.00016910042496695425 
data(p23):a13(A,g):-0.08970544402502147 
data(p617):a2(A,0):-0.4852866419441024 
data(p617):a3(A,0):0.8380382914548964 
data(p617):a8(A,2):2.2851456051464485 
data(p617):a11(A,0):-0.3449515017477261 
data(p617):a14(A,3):1.0555746157629258 
data(p617):a15(A,1):0.6915488225002814 
data(p617):a1(A,b):0.7520081932447941 
data(p617):a4(A,u):-0.481115691226841 
data(p617):a5(A,g):-0.13846008174246163 
data(p617):a6(A,i):-0.34976410497243204 
data(p617):a7(A,v):-0.2610627272853181 
data(p617):a9(A,f):-2.9741216244002233 
data(p617):a10(A,t):-0.8718758020742302 
data(p617):a12(A,t):-0.2715672865495808 
data(p617):a13(A,g):-0.10341242756097442 
data(p283):a2(A,0):0.9669060967545267 
data(p283):a3(A,2):-0.14840748350598953 
data(p283):a8(A,1):-2.3585564167454383 
data(p283):a11(A,0):-0.374671287472795 
data(p283):a14(A,0):1.065811142887743 
data(p283):a15(A,0):0.561699075493402 
data(p283):a1(A,b):0.48812694972866344 
data(p283):a4(A,u):-0.2617278174007833 
data(p283):a5(A,g):-0.06101124700842038 
data(p283):a6(A,c):0.6384894739653818 
data(p283):a7(A,v):-0.5282107934433365 
data(p283):a9(A,f):-3.0926067713742875 
data(p283):a10(A,f):0.004447116683443513 
data(p283):a12(A,f):0.39284382412023156 
data(p283):a13(A,s):-0.04246521779579878 
data(p472):a2(A,0):0.14318812921244525 
data(p472):a3(A,2):-0.39485417984215593 
data(p472):a8(A,0):-1.4389631980531952 
data(p472):a11(A,0):-0.31257015328404514 
data(p472):a14(A,1):-1.053486686093183 
data(p472):a15(A,1):-0.9753215860615116 
data(p472):a1(A,b):0.24052635040280998 
data(p472):a4(A,y):-1.5676526154888213 
data(p472):a5(A,p):-1.0140238937641712 
data(p472):a6(A,i):-0.5278851822873931 
data(p472):a7(A,h):0.5657226098591656 
data(p472):a9(A,f):-3.110498667292251 
data(p472):a10(A,f):-0.1752729846586783 
data(p472):a12(A,f):-0.10581957510451481 
data(p472):a13(A,g):-0.22313752838197637 
data(p368):a2(A,3):-0.4690893358767975 
data(p368):a3(A,1):-0.539437271782654 
data(p368):a8(A,0):0.45998312529444324 
data(p368):a11(A,0):-0.36658124780048373 
data(p368):a14(A,3):1.9122583752860023 
data(p368):a15(A,0):-0.29337068277669226 
data(p368):a1(A,b):0.36882253574603985 
data(p368):a4(A,y):-1.41212303288388 
data(p368):a5(A,p):-0.750567840927378 
data(p368):a6(A,m):-0.08172879174766855 
data(p368):a7(A,v):0.21383194411278722 
data(p368):a9(A,f):-2.127817929108729 
data(p368):a10(A,f):-0.21207048615467863 
data(p368):a12(A,f):-0.542896030699054 
data(p368):a13(A,s):-0.19618869310477688 
data(p26):a2(A,0):0.4058352731860965 
data(p26):a3(A,0):0.40253145592479284 
data(p26):a8(A,2):0.9404561448134889 
data(p26):a11(A,0):-0.35117555244419474 
data(p26):a14(A,1):-0.27190051129593673 
data(p26):a15(A,0):-0.8454479452292308 
data(p26):a1(A,a):1.0430085215788671 
data(p26):a4(A,u):-0.07024200712104081 
data(p26):a5(A,g):-0.1284321593938984 
data(p26):a6(A,c):0.5384658027208141 
data(p26):a7(A,h):1.0726936860466028 
data(p26):a9(A,t):1.056569533709711 
data(p26):a10(A,t):-0.1767879012718408 
data(p26):a12(A,f):0.9984867724446679 
data(p26):a13(A,g):-0.08638062148416754 
data(p197):a2(A,2):0.004268501467692649 
data(p197):a3(A,2):0.3705259593065689 
data(p197):a8(A,3):-0.19751243573033322 
data(p197):a11(A,0):-0.4745507199536894 
data(p197):a14(A,3):-0.046639643082469755 
data(p197):a15(A,0):-1.1038968922307275 
data(p197):a1(A,b):0.3042331444310794 
data(p197):a4(A,y):-0.6682696475168404 
data(p197):a5(A,p):-0.4598124478169119 
data(p197):a6(A,x):1.3726472053760286 
data(p197):a7(A,v):0.5350339366485516 
data(p197):a9(A,t):1.3533588051120835 
data(p197):a10(A,t):-0.10941880083971883 
data(p197):a12(A,t):0.14356694240252463 
data(p197):a13(A,g):-0.1816350961214162 
data(p65):a2(A,1):1.0632184051304368 
data(p65):a3(A,2):1.0719609216959654 
data(p65):a8(A,3):1.3893262324299334 
data(p65):a11(A,0):-0.537843493519822 
data(p65):a14(A,1):-0.1286299364019543 
data(p65):a15(A,0):-0.8545541323146504 
data(p65):a1(A,b):0.5258398530694673 
data(p65):a4(A,u):-0.30663656276655127 
data(p65):a5(A,g):-0.18398237272869938 
data(p65):a6(A,cc):1.1203953214517346 
data(p65):a7(A,v):-0.1469799959398461 
data(p65):a9(A,t):1.6400560263728534 
data(p65):a10(A,t):-0.24631647589470054 
data(p65):a12(A,t):-0.05554414633557649 
data(p65):a13(A,g):-0.13931606750478037 
data(p16):a2(A,2):0.08488601029499497 
data(p16):a3(A,2):0.7028774965057202 
data(p16):a8(A,1):-1.3794093663038394 
data(p16):a11(A,1):1.5354547851661882 
data(p16):a14(A,3):0.8149161064697803 
data(p16):a15(A,0):-0.9721769002424719 
data(p16):a1(A,b):0.19233937942695042 
data(p16):a4(A,y):-0.472226052673699 
data(p16):a5(A,p):-0.38824701772839165 
data(p16):a6(A,k):-0.8047084730551195 
data(p16):a7(A,v):0.9111363642509367 
data(p16):a9(A,t):1.6949709472496097 
data(p16):a10(A,t):-0.22588167951538438 
data(p16):a12(A,t):0.3477001935501423 
data(p16):a13(A,g):-0.16233303452447986 
data(p467):a2(A,2):-0.41057770496394846 
data(p467):a3(A,2):-0.3493674907991663 
data(p467):a8(A,2):1.1486061892604407 
data(p467):a11(A,0):-0.5279815466210437 
data(p467):a14(A,1):-1.139768811249139 
data(p467):a15(A,1):0.18546999974432565 
data(p467):a1(A,b):0.3871338282029169 
data(p467):a4(A,u):-0.3378440801786368 
data(p467):a5(A,g):-0.18383016316068795 
data(p467):a6(A,c):0.6607205101023208 
data(p467):a7(A,v):0.2754597112179956 
data(p467):a9(A,f):-3.799941908937419 
data(p467):a10(A,t):-0.5616455569506271 
data(p467):a12(A,t):0.20696382888774423 
data(p467):a13(A,g):-0.1391798882605874 
data(p298):a2(A,2):-0.4567087537508021 
data(p298):a3(A,1):-0.1634300549663727 
data(p298):a8(A,2):1.6694816594151645 
data(p298):a11(A,0):-0.4972982060836536 
data(p298):a14(A,3):1.0689085416091246 
data(p298):a15(A,0):-1.2097226345632417 
data(p298):a1(A,b):0.688668061323433 
data(p298):a4(A,u):-0.6691022143982314 
