data(p756):a1(A,f):-0.17670463857288382 
data(p1335):a15(A,n):-0.2863105796258331 
data(p1335):a16(A,f):0.08840192200140505 
data(p1335):a17(A,f):-0.0562993617619013 
data(p1335):a18(A,t):-0.296594340927443 
data(p1335):a19(A,f):0.0 
data(p1335):a20(A,f):-0.08233712104399933 
data(p1335):a21(A,f):-2.0448475969260094 
data(p1335):a22(A,f):0.054814455034102705 
data(p1335):a23(A,f):0.11459003250835022 
data(p1335):a24(A,t):-0.13141700054368072 
data(p1335):a25(A,f):0.0 
data(p1335):a26(A,t):-0.029373548128080587 
data(p1335):a27(A,f):0.05260674959481215 
data(p1335):a28(A,f):0.0 
data(p1335):a29(A,f):0.00031856310424634393 
data(p1335):a30(A,f):0.04577444217035841 
data(p1335):a31(A,t):0.26979862186233144 
data(p1335):a32(A,f):0.1129572617340443 
data(p1335):a33(A,t):-1.712440120604501 
data(p1335):a34(A,t):-0.16079002665324812 
data(p1335):a35(A,f):-1.480001477367004 
data(p1335):a36(A,n):-0.012223161457354576 
data(p166):a1(A,f):-0.24292569254599203 
data(p166):a2(A,f):-0.054733006433252594 
data(p166):a3(A,f):0.07407091572489206 
data(p166):a4(A,f):0.2349249114704945 
data(p166):a5(A,f):-0.10155662968019749 
data(p166):a6(A,t):0.7082108706300858 
data(p166):a7(A,f):0.13717770640185187 
data(p166):a8(A,f):0.048871824948835706 
data(p166):a9(A,f):0.15349480380517413 
data(p166):a10(A,f):2.2321967191261587 
data(p166):a11(A,t):-0.025357535263743007 
data(p166):a12(A,f):-0.010921221296990722 
data(p166):a13(A,l):0.0016164299804595195 
data(p166):a14(A,f):0.003164467498006291 
data(p166):a15(A,w):2.2153809096870147 
data(p166):a16(A,f):0.10486860147368247 
data(p166):a17(A,f):-0.04979611263475109 
data(p166):a18(A,t):-0.1095108841934556 
data(p166):a19(A,f):0.0 
data(p166):a20(A,t):-0.026347535390572593 
data(p166):a21(A,f):-1.298464884991609 
data(p166):a22(A,f):0.018632388392001684 
data(p166):a23(A,f):0.14431601476677935 
data(p166):a24(A,f):-0.026464867937735562 
data(p166):a25(A,f):0.0 
data(p166):a26(A,t):0.06901668904743337 
data(p166):a27(A,f):0.07429722632066345 
data(p166):a28(A,f):0.0 
data(p166):a29(A,f):0.003747009656562437 
data(p166):a30(A,f):0.04089541591667916 
data(p166):a31(A,t):0.1547485365894002 
data(p166):a32(A,f):0.1949903510449051 
data(p166):a33(A,f):1.687646978598431 
data(p166):a34(A,f):0.1330928516138001 
data(p166):a35(A,t):0.1581815848088149 
data(p166):a36(A,n):0.11816459260074291 
data(p631):a1(A,f):-0.23017827479332348 
data(p631):a2(A,f):-0.027028676469483714 
data(p631):a3(A,f):0.06940216765928843 
data(p631):a4(A,f):0.2347226228940951 
data(p631):a5(A,f):-0.1163127730947909 
data(p631):a6(A,t):0.5754679040622187 
data(p631):a7(A,f):0.00813196292262549 
data(p631):a8(A,f):0.03847878289232837 
data(p631):a9(A,t):-0.07008999240353947 
data(p631):a10(A,f):2.2235208574169913 
data(p631):a11(A,f):-0.3373965627626582 
data(p631):a12(A,f):0.037765560234517936 
data(p631):a13(A,l):0.016327025912696115 
data(p631):a14(A,f):0.0032624611054206227 
data(p631):a15(A,n):0.10127893291059684 
data(p631):a16(A,f):0.10693821743003269 
data(p631):a17(A,f):-0.05331165655086892 
data(p631):a18(A,t):-0.08258422477413586 
data(p631):a19(A,f):0.0 
data(p631):a20(A,f):0.017719665444451853 
data(p631):a21(A,f):-1.3532714206509604 
data(p631):a22(A,t):-0.08669911632494648 
data(p631):a23(A,f):0.17969761552062805 
data(p631):a24(A,t):0.08317719721340308 
data(p631):a25(A,f):0.0 
data(p631):a26(A,f):0.17311867443499004 
data(p631):a27(A,f):0.06374944499878869 
data(p631):a28(A,f):0.0 
data(p631):a29(A,f):0.0004229011601465278 
data(p631):a30(A,f):0.038876204172762316 
data(p631):a31(A,f):0.009327711063568457 
data(p631):a32(A,f):0.1907392747305624 
data(p631):a33(A,f):2.4727856241134205 
data(p631):a34(A,t):-0.07657122349392954 
data(p631):a35(A,t):0.4281749691287159 
data(p631):a36(A,t):-0.10321851523015228 
data(p2010):a1(A,f):-0.2934328067052385 
data(p2010):a2(A,f):-0.03273293395726474 
data(p2010):a3(A,f):0.06329798708686964 
data(p2010):a4(A,f):0.17839852308793017 
data(p2010):a5(A,f):0.11355975531498455 
data(p2010):a6(A,f):-0.20223985820874912 
data(p2010):a7(A,f):0.16658718092968575 
data(p2010):a8(A,f):0.049653575289294434 
data(p2010):a9(A,f):0.1697148132355176 
data(p2010):a10(A,t):-1.7118992245658722 
data(p2010):a11(A,t):0.020811713249877063 
data(p2010):a12(A,f):-0.04354335193093412 
data(p2010):a13(A,l):0.06204293503392485 
data(p2010):a14(A,f):0.002558230615333825 
data(p2010):a15(A,n):0.047630792554757995 
data(p2010):a16(A,f):0.07400264391354469 
data(p2010):a17(A,f):-0.0536249185552193 
data(p2010):a18(A,t):-0.19174556212132915 
data(p2010):a19(A,f):0.0 
data(p2010):a20(A,t):0.021386592799208126 
data(p2010):a21(A,t):3.686089377103296 
data(p2010):a22(A,f):0.053080154725233794 
data(p2010):a23(A,f):0.1623403266679717 
data(p2010):a24(A,t):0.029377634267776013 
data(p2010):a25(A,f):0.0 
data(p2010):a26(A,t):0.01759050371236165 
data(p2010):a27(A,f):0.049814380508552705 
data(p2010):a28(A,f):0.0 
data(p2010):a29(A,f):0.00031856310424634393 
data(p2010):a30(A,f):0.04599709682137315 
data(p2010):a31(A,t):0.34967702314630783 
data(p2010):a32(A,f):0.10816168681644293 
data(p2010):a33(A,t):-1.3073996338754172 
data(p2010):a34(A,t):-0.07331447506640096 
data(p2010):a35(A,t):0.17096492839660574 
data(p2010):a36(A,n):0.034565695433059575 
data(p565):a1(A,f):-0.2712857217061753 
data(p565):a2(A,f):-0.06448955670643823 
data(p565):a3(A,f):0.06955784006477977 
data(p565):a4(A,f):0.22038423860500328 
data(p565):a5(A,f):-0.04544088631226415 
data(p565):a6(A,f):-1.1547872233348468 
data(p565):a7(A,f):0.2407707366992162 
data(p565):a8(A,f):0.03744022441618105 
data(p565):a9(A,f):0.2743698763087907 
data(p565):a10(A,f):2.1608813252691004 
data(p565):a11(A,f):0.09644559037552362 
data(p565):a12(A,f):-0.012751569507035739 
data(p565):a13(A,l):0.08226970321054511 
data(p565):a14(A,f):0.0029586241582940397 
data(p565):a15(A,n):-0.01084076567885126 
data(p565):a16(A,f):0.10081688622747088 
data(p565):a17(A,f):-0.05900111268108846 
data(p565):a18(A,f):0.9057660168280829 
data(p565):a19(A,f):0.0 
data(p565):a20(A,f):0.1795708974813922 
data(p565):a21(A,f):-1.3655024114581922 
data(p565):a22(A,f):0.056699505810977116 
data(p565):a23(A,f):0.19717208729845623 
data(p565):a24(A,f):-0.03982352905278831 
data(p565):a25(A,f):0.0 
data(p565):a26(A,t):-0.09494783764145762 
data(p565):a27(A,f):0.08264822763177325 
data(p565):a28(A,f):0.0 
data(p565):a29(A,f):0.0004229011601465278 
data(p565):a30(A,f):0.06977036035465878 
data(p565):a31(A,f):-0.24457878560679333 
data(p565):a32(A,f):0.18888329376350252 
data(p565):a33(A,f):1.208399396158201 
data(p565):a34(A,f):0.16052350964229636 
data(p565):a35(A,t):0.484251688687985 
data(p565):a36(A,t):-0.377094259685482 
data(p1362):a1(A,f):-0.3311265702512189 
data(p1362):a2(A,f):-0.04658377229747812 
data(p1362):a3(A,f):0.06618684476748028 
data(p1362):a4(A,f):0.1723938581468533 
data(p1362):a5(A,f):0.014617801101843159 
data(p1362):a6(A,t):0.6513931072016718 
data(p1362):a7(A,f):-0.10617853418937531 
data(p1362):a8(A,t):-0.0333268425179425 
data(p1362):a9(A,t):0.05414069507665801 
data(p1362):a10(A,t):-3.5828156681411634 
data(p1362):a11(A,t):0.10587987913060079 
data(p1362):a12(A,f):0.007504149305756791 
data(p1362):a13(A,l):-0.04978040946524576 
data(p1362):a14(A,f):0.0029102115127027516 
data(p1362):a15(A,n):0.03095557605255493 
data(p1362):a16(A,f):0.0875826893696609 
data(p1362):a17(A,f):-0.05257554990366367 
data(p1362):a18(A,t):0.018060881178484884 
data(p1362):a19(A,f):0.0 
data(p1362):a20(A,t):0.1199556699546532 
data(p1362):a21(A,f):-1.8945543488038343 
data(p1362):a22(A,f):0.044216633676686636 
data(p1362):a23(A,f):0.15195723763202473 
data(p1362):a24(A,f):-0.09197637722484979 
data(p1362):a25(A,f):0.0 
data(p1362):a26(A,t):0.013546173489658659 
data(p1362):a27(A,f):0.0461855901929821 
data(p1362):a28(A,f):0.0 
data(p1362):a29(A,f):0.00031856310424634393 
data(p1362):a30(A,f):0.030706746046700345 
data(p1362):a31(A,f):-0.047988116547150704 
data(p1362):a32(A,f):0.15252359213908054 
data(p1362):a33(A,f):1.6238255197577334 
data(p1362):a34(A,t):-0.029228246583026637 
data(p1362):a35(A,t):0.24519525449962346 
data(p1362):a36(A,n):0.0538167052870803 
data(p1194):a1(A,f):-0.23191050801034827 
data(p1194):a2(A,f):-0.060188411345679926 
data(p1194):a3(A,f):0.06052475768821035 
data(p1194):a4(A,f):0.20346588452383077 
data(p1194):a5(A,f):-0.090353966873678 
data(p1194):a6(A,f):-0.7684442569532223 
data(p1194):a7(A,f):0.254567027040398 
data(p1194):a8(A,f):0.017311342969541146 
data(p1194):a9(A,f):0.18583772065731227 
data(p1194):a10(A,f):1.5812085002424425 
data(p1194):a11(A,f):-0.189235884229616 
data(p1194):a12(A,f):-0.06881612556605742 
data(p1194):a13(A,l):-0.013483992872735343 
data(p1194):a14(A,f):0.00253092892265365 
data(p1194):a15(A,n):0.011020085017430632 
data(p1194):a16(A,f):0.08547886838887954 
data(p1194):a17(A,f):-0.2701176048079602 
data(p1194):a18(A,t):-0.22278722958034214 
data(p1194):a19(A,f):0.0 
data(p1194):a20(A,f):0.02227847347038217 
data(p1194):a21(A,f):-1.622685585807961 
data(p1194):a22(A,f):0.07478108011917212 
data(p1194):a23(A,t):-1.6995618178755274 
data(p1194):a24(A,f):-0.035337334086622645 
data(p1194):a25(A,f):0.0 
data(p1194):a26(A,f):-0.05918074103932389 
data(p1194):a27(A,f):0.06539216355064285 
data(p1194):a28(A,f):0.0 
data(p1194):a29(A,f):0.0004229011601465278 
data(p1194):a30(A,f):0.05050192009607761 
data(p1194):a31(A,f):-0.11563950599220822 
data(p1194):a32(A,f):0.13341751411837283 
data(p1194):a33(A,t):-2.427972067522583 
data(p1194):a34(A,t):-0.1589317547003234 
data(p1194):a35(A,t):0.28685169846510145 
data(p1194):a36(A,t):-0.1816887645452516 
data(p3057):a1(A,f):-0.1973985805582454 
data(p3057):a2(A,f):-0.05627743275340132 
data(p3057):a3(A,f):0.0573493043046387 
data(p3057):a4(A,t):-0.6390907760806468 
data(p3057):a5(A,t):0.2433511161615504 
data(p3057):a6(A,t):0.3629021481546625 
data(p3057):a7(A,t):-0.5884671558865758 
data(p3057):a8(A,t):-0.027155756243588212 
data(p3057):a9(A,t):-0.2409849985860627 
data(p3057):a10(A,f):1.5618421201308679 
data(p3057):a11(A,f):-0.29076839899618434 
data(p3057):a12(A,f):0.056414536727597414 
data(p3057):a13(A,g):0.13166374080573856 
data(p3057):a14(A,f):0.002714455445163707 
data(p3057):a15(A,n):0.050080551313436486 
data(p3057):a16(A,f):0.09514533846507998 
data(p3057):a17(A,f):-0.05437678398264781 
data(p3057):a18(A,t):-0.04709132342465677 
data(p3057):a19(A,f):0.0 
data(p3057):a20(A,f):-0.022339779396862713 
data(p3057):a21(A,f):-1.6473814982417079 
data(p3057):a22(A,t):-0.1339681147592864 
data(p3057):a23(A,f):0.14207912572165254 
data(p3057):a24(A,f):0.12374036929932608 
data(p3057):a25(A,f):0.0 
data(p3057):a26(A,f):0.22365030388034718 
data(p3057):a27(A,f):0.06366160617951316 
data(p3057):a28(A,f):0.0 
data(p3057):a29(A,f):0.0004229011601465278 
data(p3057):a30(A,f):0.04436269941532906 
data(p3057):a31(A,f):-0.02652594586139279 
data(p3057):a32(A,f):0.12872112054279425 
data(p3057):a33(A,t):-3.576323958732003 
data(p3057):a34(A,t):-0.0985879084813926 
data(p3057):a35(A,t):0.19769256046010922 
data(p3057):a36(A,t):-0.11137590468230248 
data(p16):a1(A,f):-0.4612972609964122 
data(p16):a2(A,f):-0.015923803741642366 
data(p16):a3(A,f):0.06586839253479676 
data(p16):a4(A,f):0.20080353469351378 
data(p16):a5(A,t):0.24593061515947615 
data(p16):a6(A,f):-1.1442419885332475 
data(p16):a7(A,f):0.2565433057819867 
data(p16):a8(A,f):0.0408553391000035 
data(p16):a9(A,f):0.16377676379722708 
data(p16):a10(A,f):2.1037715001060917 
data(p16):a11(A,t):0.01655704278598505 
data(p16):a12(A,f):-0.020871397806642586 
data(p16):a13(A,l):-0.0074615789386637136 
data(p16):a14(A,f):0.0029540581035902664 
data(p16):a15(A,n):0.11010959392481859 
data(p16):a16(A,f):0.09707723611168678 
data(p16):a17(A,f):-0.05707490319648903 
data(p16):a18(A,t):-0.15912673338111236 
data(p16):a19(A,f):0.0 
data(p16):a20(A,f):0.041731027325312746 
data(p16):a21(A,f):-1.385194394978104 
data(p16):a22(A,f):0.03684121566542142 
data(p16):a23(A,f):0.21115915763910684 
data(p16):a24(A,t):0.05444983443322612 
data(p16):a25(A,f):0.0 
data(p16):a26(A,t):-0.0459997024483618 
data(p16):a27(A,f):0.05970252428947659 
data(p16):a28(A,f):0.0 
data(p16):a29(A,f):0.0004229011601465278 
data(p16):a30(A,f):0.042795981637648375 
data(p16):a31(A,f):-0.040499420568013304 
data(p16):a32(A,f):0.19017668505617796 
data(p16):a33(A,f):1.7657025223325649 
data(p16):a34(A,t):-0.13494153501389125 
data(p16):a35(A,t):0.45348262628246006 
data(p16):a36(A,n):-0.00377742951885489 
data(p2512):a1(A,t):0.9319509968281968 
data(p2512):a2(A,f):-0.06734962017391391 
data(p2512):a3(A,f):0.0711615032137125 
data(p2512):a4(A,f):0.15128956716948697 
data(p2512):a5(A,t):0.3213645958237242 
data(p2512):a6(A,f):-0.9824038022130949 
data(p2512):a7(A,t):-0.213886876340258 
data(p2512):a8(A,t):-0.03983407005415062 
data(p2512):a9(A,t):-0.03883340145194724 
data(p2512):a10(A,t):-3.1769785110999558 
data(p2512):a11(A,t):0.0518374666374363 
data(p2512):a12(A,f):-0.09436013165301779 
data(p2512):a13(A,l):-0.05689261818041751 
data(p2512):a14(A,f):0.010987810199372408 
data(p2512):a15(A,w):2.2618233951046194 
data(p2512):a16(A,f):0.08426051864903868 
data(p2512):a17(A,f):-0.055017435133201426 
data(p2512):a18(A,t):-0.07798664163256346 
data(p2512):a19(A,f):0.0 
data(p2512):a20(A,f):0.014717711185875155 
data(p2512):a21(A,f):-1.8271447538408916 
data(p2512):a22(A,f):0.022417693405667804 
data(p2512):a23(A,f):0.17268879365996015 
data(p2512):a24(A,f):-0.0996116177735005 
data(p2512):a25(A,f):0.0 
data(p2512):a26(A,t):0.0011026606956363104 
data(p2512):a27(A,f):0.05901497817074898 
data(p2512):a28(A,f):0.0 
data(p2512):a29(A,f):0.0021099815381285174 
data(p2512):a30(A,f):0.03671857431208562 
data(p2512):a31(A,f):-0.06373027750097347 
data(p2512):a32(A,f):0.19140837462544355 
data(p2512):a33(A,f):1.1846573517598722 
data(p2512):a34(A,f):-0.2341565446279581 
data(p2512):a35(A,f):-1.1770306749963035 
data(p2512):a36(A,n):0.020176564354226413 
data(p2684):a1(A,f):-0.23343061978145696 
data(p2684):a2(A,f):-0.026098150048200243 
data(p2684):a3(A,t):-0.625670079153945 
data(p2684):a4(A,f):0.1449376278931638 
data(p2684):a5(A,f):0.16567621801313098 
data(p2684):a6(A,f):-0.594332484245261 
data(p2684):a7(A,t):-0.40523614616937104 
data(p2684):a8(A,t):-0.021554839010377937 
data(p2684):a9(A,t):0.04135393745193854 
data(p2684):a10(A,t):-3.1751146340320604 
data(p2684):a11(A,f):-0.15490399405247957 
data(p2684):a12(A,f):-0.05464836252459877 
data(p2684):a13(A,l):0.10807714698857075 
data(p2684):a14(A,f):0.0026968749786464314 
data(p2684):a15(A,n):0.01714527148339507 
data(p2684):a16(A,f):0.08488352485106786 
data(p2684):a17(A,f):-0.05641531614961087 
data(p2684):a18(A,f):0.2799198213838266 
data(p2684):a19(A,f):0.0 
data(p2684):a20(A,f):0.10893842390530743 
data(p2684):a21(A,f):-1.8693928064540166 
data(p2684):a22(A,f):0.045959075088111104 
data(p2684):a23(A,f):0.16821758498985662 
data(p2684):a24(A,t):0.05930555519400855 
data(p2684):a25(A,f):0.0 
data(p2684):a26(A,t):-0.06520513860007598 
data(p2684):a27(A,f):0.0692297072134627 
data(p2684):a28(A,f):0.0 
data(p2684):a29(A,f):0.00031856310424634393 
data(p2684):a30(A,f):0.05895619698469464 
data(p2684):a31(A,f):-0.23118977478963693 
data(p2684):a32(A,f):0.14512251888755076 
data(p2684):a33(A,f):1.2264229107961604 
data(p2684):a34(A,f):-0.05482258891147973 
data(p2684):a35(A,t):0.35989091252483546 
data(p2684):a36(A,t):-0.22404074915015323 
data(p1352):a1(A,f):-0.31408821152185146 
data(p1352):a2(A,t):0.0876260829108558 
data(p1352):a3(A,f):0.06871949544590776 
data(p1352):a4(A,f):0.19274565265525895 
data(p1352):a5(A,f):0.10915983941952732 
data(p1352):a6(A,t):0.42716467712006023 
data(p1352):a7(A,f):0.16496381787847827 
data(p1352):a8(A,f):0.08067375396416146 
data(p1352):a9(A,f):0.1561657973097975 
data(p1352):a10(A,t):-3.493308846020862 
data(p1352):a11(A,t):0.1934230430433528 
data(p1352):a12(A,f):-0.03090750864036227 
data(p1352):a13(A,l):0.0003818708811279801 
data(p1352):a14(A,f):0.0029450761474706104 
data(p1352):a15(A,n):-0.013493612868783847 
data(p1352):a16(A,f):0.1010987327582759 
data(p1352):a17(A,f):-0.05383635756053177 
data(p1352):a18(A,f):0.4240046885210431 
data(p1352):a19(A,f):0.0 
data(p1352):a20(A,f):0.11078913652005716 
data(p1352):a21(A,f):-1.8473182688388807 
data(p1352):a22(A,f):0.039692801668932666 
data(p1352):a23(A,f):0.1421280958623935 
data(p1352):a24(A,t):-0.12000456804721842 
data(p1352):a25(A,f):0.0 
data(p1352):a26(A,t):-0.05821058623211178 
data(p1352):a27(A,f):0.05858588513400057 
data(p1352):a28(A,f):0.0 
data(p1352):a29(A,f):0.00031856310424634393 
data(p1352):a30(A,f):0.05392658051452707 
data(p1352):a31(A,f):-0.2370660735977849 
data(p1352):a32(A,f):0.1387513444868747 
data(p1352):a33(A,f):1.5228981050384818 
data(p1352):a34(A,t):0.02095773137262948 
data(p1352):a35(A,t):0.1798869679431656 
data(p1352):a36(A,n):-0.02303173251290897 
data(p1269):a1(A,f):-0.3718687707135717 
data(p1269):a2(A,f):-0.052676007470179746 
data(p1269):a3(A,f):0.06690558174519003 
data(p1269):a4(A,f):0.1710925263727288 
data(p1269):a5(A,f):0.02476071237251817 
data(p1269):a6(A,f):-0.9524516538115879 
data(p1269):a7(A,f):0.07930564889284265 
data(p1269):a8(A,f):0.0879571182045321 
data(p1269):a9(A,f):0.13858868250730197 
data(p1269):a10(A,t):-3.3813625456518825 
data(p1269):a11(A,t):0.0016034598864160619 
data(p1269):a12(A,f):-0.03115566786410149 
data(p1269):a13(A,l):0.02618630660675068 
data(p1269):a14(A,f):0.002707295312630796 
data(p1269):a15(A,w):2.6564749752159793 
data(p1269):a16(A,f):0.08465079171181165 
data(p1269):a17(A,f):-0.05705264811429725 
data(p1269):a18(A,t):-0.15597580117820628 
data(p1269):a19(A,f):0.0 
data(p1269):a20(A,f):0.03998672659385657 
data(p1269):a21(A,f):-1.8563966354579708 
data(p1269):a22(A,f):0.036034603013544934 
data(p1269):a23(A,f):0.18534148155883065 
data(p1269):a24(A,f):-0.1406221889626801 
data(p1269):a25(A,f):0.0 
data(p1269):a26(A,t):-0.0370057726011147 
data(p1269):a27(A,f):0.05204857067641547 
data(p1269):a28(A,f):0.0 
data(p1269):a29(A,f):0.0021099815381285174 
data(p1269):a30(A,f):0.03585658349703542 
data(p1269):a31(A,f):-0.08922004822283441 
data(p1269):a32(A,f):0.17321038164139776 
data(p1269):a33(A,f):1.1144182617545524 
data(p1269):a34(A,t):-0.03838316036819202 
data(p1269):a35(A,t):0.07930349830032112 
data(p1269):a36(A,n):0.02261010824213953 
data(p3031):a1(A,f):-0.2795777248933531 
data(p3031):a2(A,f):-0.03203767650071992 
data(p3031):a3(A,f):0.06250023488752754 
data(p3031):a4(A,f):0.20216012538883396 
data(p3031):a5(A,t):0.35275731064133986 
data(p3031):a6(A,f):-0.5210358492034239 
data(p3031):a7(A,f):0.4589627237454395 
data(p3031):a8(A,f):0.019147724779468987 
data(p3031):a9(A,t):-0.22602577644398272 
data(p3031):a10(A,f):1.6189226527699223 
data(p3031):a11(A,f):-0.2065601041909527 
data(p3031):a12(A,f):0.037183588437724305 
data(p3031):a13(A,g):-0.15357646455832127 
data(p3031):a14(A,f):0.002523435728309581 
data(p3031):a15(A,n):0.09649190647281317 
data(p3031):a16(A,f):0.09285575625907735 
data(p3031):a17(A,f):-0.05732745167899583 
data(p3031):a18(A,t):-0.15842118306028377 
data(p3031):a19(A,f):0.0 
data(p3031):a20(A,f):0.007479491592057186 
data(p3031):a21(A,f):-1.6382448278349648 
data(p3031):a22(A,t):-0.09277299912838298 
data(p3031):a23(A,f):0.19156790819093447 
data(p3031):a24(A,t):0.04876895031155589 
data(p3031):a25(A,f):0.0 
data(p3031):a26(A,f):0.24499845988666738 
data(p3031):a27(A,f):0.06556877963693833 
data(p3031):a28(A,f):0.0 
data(p3031):a29(A,f):0.0004229011601465278 
data(p3031):a30(A,f):0.048609632673305626 
data(p3031):a31(A,f):-0.02233421321985534 
data(p3031):a32(A,f):0.13886085571981951 
data(p3031):a33(A,t):-2.794459953036816 
data(p3031):a34(A,t):-0.19455452265039797 
data(p3031):a35(A,t):0.31318474939831803 
data(p3031):a36(A,t):-0.11735852606684082 
data(p1748):a1(A,f):-0.3209376018184261 
data(p1748):a2(A,f):-0.08481443143419698 
data(p1748):a3(A,f):0.0678534459528898 
data(p1748):a4(A,f):0.19238406458739915 
data(p1748):a5(A,f):0.036912753245616964 
data(p1748):a6(A,f):-1.2198556995158107 
data(p1748):a7(A,f):0.24036869483729215 
data(p1748):a8(A,f):0.04388325692962077 
data(p1748):a9(A,f):0.1792785333301003 
data(p1748):a10(A,f):2.073187200657397 
data(p1748):a11(A,t):-0.21402675752022526 
data(p1748):a12(A,f):-0.12994804649865965 
data(p1748):a13(A,l):-0.020665998896398134 
data(p1748):a14(A,f):0.0031324231801322226 
data(p1748):a15(A,n):-0.10067043630625971 
data(p1748):a16(A,f):0.08760812019501318 
data(p1748):a17(A,t):1.0440710038606928 
data(p1748):a18(A,f):1.3657510691701233 
data(p1748):a19(A,f):0.0 
data(p1748):a20(A,f):0.34241902359865845 
data(p1748):a21(A,f):-1.3352580180533378 
data(p1748):a22(A,f):0.04234578935478865 
data(p1748):a23(A,t):-1.0664786375273696 
data(p1748):a24(A,f):-0.01497831227467287 
data(p1748):a25(A,f):0.0 
data(p1748):a26(A,t):0.008839794885018149 
data(p1748):a27(A,f):0.0841620072780488 
data(p1748):a28(A,f):0.0 
data(p1748):a29(A,f):0.0004229011601465278 
data(p1748):a30(A,f):0.06590435352474784 
data(p1748):a31(A,t):0.670660478617706 
data(p1748):a32(A,f):0.17625386147985045 
data(p1748):a33(A,f):1.1902136347697585 
data(p1748):a34(A,f):-0.010384482412524551 
data(p1748):a35(A,t):0.37935543826586277 
data(p1748):a36(A,n):0.0689364976224409 
data(p1205):a1(A,f):-0.2813340516814572 
data(p1205):a2(A,f):-0.056742493587545274 
data(p1205):a3(A,f):0.06327113155772507 
data(p1205):a4(A,f):0.20170236574755498 
data(p1205):a5(A,t):0.16853808561787442 
data(p1205):a6(A,f):-0.728428652212127 
data(p1205):a7(A,t):-0.5719313279522529 
data(p1205):a8(A,f):0.0028790922744237188 
data(p1205):a9(A,f):0.166440562327392 
data(p1205):a10(A,f):1.5804405537068194 
data(p1205):a11(A,f):-0.11940782458966306 
data(p1205):a12(A,f):0.05377217843491148 
data(p1205):a13(A,g):-0.2789451375341298 
data(p1205):a14(A,f):0.00253092892265365 
data(p1205):a15(A,n):0.09023372401679339 
data(p1205):a16(A,f):0.09492285232264898 
data(p1205):a17(A,f):-0.05854047311197197 
data(p1205):a18(A,t):-0.11985235511369123 
data(p1205):a19(A,f):0.0 
data(p1205):a20(A,f):-0.0033884853025110467 
data(p1205):a21(A,f):-1.653980076327084 
data(p1205):a22(A,f):0.04980651305770809 
data(p1205):a23(A,f):0.18883478202639484 
data(p1205):a24(A,f):-0.0073404816929738236 
data(p1205):a25(A,f):0.0 
data(p1205):a26(A,t):-0.08202935582809749 
data(p1205):a27(A,f):0.06283805618548799 
data(p1205):a28(A,f):0.0 
data(p1205):a29(A,f):0.0004229011601465278 
data(p1205):a30(A,f):0.04765160606814286 
data(p1205):a31(A,f):-0.05449905129345885 
data(p1205):a32(A,f):0.13244401274361062 
data(p1205):a33(A,t):-2.8644820418387917 
data(p1205):a34(A,t):-0.14553797208504698 
data(p1205):a35(A,t):0.2795330850721308 
data(p1205):a36(A,t):-0.28971485963789334 
data(p2964):a1(A,t):0.7247427988440293 
data(p2964):a2(A,f):-0.07480437001574566 
data(p2964):a3(A,f):0.0711065425159399 
data(p2964):a4(A,f):0.24148263779842433 
data(p2964):a5(A,f):-0.06500662113997185 
data(p2964):a6(A,t):0.5673476392933232 
data(p2964):a7(A,f):0.31743951972450773 
data(p2964):a8(A,f):0.023022548804039464 
data(p2964):a9(A,f):0.2068956204043109 
data(p2964):a10(A,f):1.5150339033609308 
data(p2964):a11(A,t):0.15427807235384391 
data(p2964):a12(A,f):-0.07442627963720876 
data(p2964):a13(A,l):-0.09493229405630738 
data(p2964):a14(A,f):0.01111587013822734 
data(p2964):a15(A,n):-0.34121445034506004 
data(p2964):a16(A,f):0.09316218034494743 
data(p2964):a17(A,t):1.019923668414146 
data(p2964):a18(A,t):-0.1411064806245334 
data(p2964):a19(A,f):0.0 
data(p2964):a20(A,f):-0.02725555412931737 
data(p2964):a21(A,f):-1.6114404513263234 
data(p2964):a22(A,f):0.057098983927155136 
data(p2964):a23(A,t):-0.9385844634703963 
data(p2964):a24(A,f):0.07124308360092879 
data(p2964):a25(A,f):0.0 
data(p2964):a26(A,t):-0.009839546810103636 
data(p2964):a27(A,f):0.06373107762893772 
data(p2964):a28(A,f):0.0 
data(p2964):a29(A,f):0.0004229011601465278 
data(p2964):a30(A,f):0.04574884896601183 
data(p2964):a31(A,f):-0.053930889694537215 
data(p2964):a32(A,f):0.14763708193656394 
data(p2964):a33(A,t):-2.6550896494011367 
data(p2964):a34(A,t):-0.09353441991409138 
data(p2964):a35(A,f):-1.3378405204544868 
data(p2964):a36(A,n):0.034195214228332764 
data(p2042):a1(A,f):-0.14530565306461107 
data(p2042):a2(A,f):0.005297591291609208 
data(p2042):a3(A,f):0.06746393494639537 
data(p2042):a4(A,f):0.1931391295617256 
data(p2042):a5(A,f):0.22470325993688356 
data(p2042):a6(A,t):0.2573242603880686 
data(p2042):a7(A,t):-0.4886371646880541 
data(p2042):a8(A,f):0.05444626349908307 
data(p2042):a9(A,f):0.12750019323363745 
data(p2042):a10(A,t):-1.9232940810709411 
data(p2042):a11(A,t):0.21803815780262836 
data(p2042):a12(A,f):-0.026868752468597927 
data(p2042):a13(A,l):0.040809632725998496 
data(p2042):a14(A,f):0.0028472439396022833 
data(p2042):a15(A,w):2.1801999442800875 
data(p2042):a16(A,f):0.08398778860438992 
data(p2042):a17(A,f):-0.04864860749064341 
