data(p140):handicapped_infants(A,y):0.2116940106905232 
data(p75):synfuels_corporation_cutback(A,y):0.19434387862315364 
data(p75):education_spending(A,n):1.2325462636220916 
data(p75):superfund_right_to_sue(A,n):0.3955348963826945 
data(p75):crime(A,y):0.01829356599932156 
data(p75):duty_free_exports(A,y):0.14720675958507315 
data(p75):export_administration_act_south_africa(A,y):-0.38116736826020486 
data(p244):handicapped_infants(A,n):0.5544864391770694 
data(p244):water_project_cost_sharing(A,y):1.6697601790231482 
data(p244):budget_resolution(A,y):1.1962067350604182 
data(p244):physician_fee_freeze(A,n):1.723699675599301 
data(p244):el_salvador_aid(A,n):-0.3212406792224758 
data(p244):religious_groups_in_schools(A,n):-0.29468378313572485 
data(p244):anti_satellite_test_ban(A,y):-0.14432176917277026 
data(p244):aid_to_nicaraguan_contras(A,y):0.4145815707722019 
data(p244):immigration(A,y):-0.7426196145798852 
data(p244):synfuels_corporation_cutback(A,n):-1.1837767443490697 
data(p244):education_spending(A,n):1.1622062189831024 
data(p244):superfund_right_to_sue(A,y):-0.050660828002294524 
data(p244):crime(A,n):0.23182172332940593 
data(p244):duty_free_exports(A,y):0.15202899108355383 
data(p244):export_administration_act_south_africa(A,y):-0.40096072139762834 
data(p421):handicapped_infants(A,y):0.10829892366114646 
data(p421):water_project_cost_sharing(A,y):1.8783518833571875 
data(p421):budget_resolution(A,y):1.4131495040182684 
data(p421):physician_fee_freeze(A,y):-5.177867453318487 
data(p421):el_salvador_aid(A,y):-0.12785584211633205 
data(p421):religious_groups_in_schools(A,y):0.27026841778698535 
data(p421):anti_satellite_test_ban(A,y):-0.21576329913865086 
data(p421):aid_to_nicaraguan_contras(A,y):0.3930534061019944 
data(p421):mx_missile(A,n):0.15437128224761384 
data(p421):immigration(A,y):-0.8545793341115439 
data(p421):synfuels_corporation_cutback(A,n):-1.3593127593217094 
data(p421):education_spending(A,n):1.3100115541730155 
data(p421):superfund_right_to_sue(A,y):-0.037551937677962104 
data(p421):crime(A,y):0.05275130290040948 
data(p421):duty_free_exports(A,n):-0.44648891596338003 
data(p421):export_administration_act_south_africa(A,y):-0.5572003686447656 
data(p88):handicapped_infants(A,n):0.4903268306407184 
data(p88):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p88):budget_resolution(A,n):-0.9950204039213277 
data(p88):physician_fee_freeze(A,y):-4.737194262453752 
data(p88):el_salvador_aid(A,y):-0.2040834197207329 
data(p88):religious_groups_in_schools(A,y):0.19550730477721076 
data(p88):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p88):aid_to_nicaraguan_contras(A,n):2.2912521402501786 
data(p88):mx_missile(A,n):0.11737565376833214 
data(p88):immigration(A,n):0.6393168113251255 
data(p88):synfuels_corporation_cutback(A,n):-1.2438448931460095 
data(p88):education_spending(A,y):0.8875370208418577 
data(p88):superfund_right_to_sue(A,y):-0.11219747072745255 
data(p88):crime(A,y):0.06110739199597015 
data(p88):duty_free_exports(A,n):-0.3374428063943087 
data(p88):export_administration_act_south_africa(A,n):-0.0013522874087858322 
data(p240):handicapped_infants(A,n):0.5453096081314065 
data(p240):water_project_cost_sharing(A,n):-0.12410374275503147 
data(p240):budget_resolution(A,n):-1.0013619578450634 
data(p240):physician_fee_freeze(A,y):-5.01123015588616 
data(p240):el_salvador_aid(A,y):-0.17048162511361534 
data(p240):religious_groups_in_schools(A,y):0.24355426248862203 
data(p240):anti_satellite_test_ban(A,y):-0.1515956774203058 
data(p240):aid_to_nicaraguan_contras(A,n):2.145847254473004 
data(p240):mx_missile(A,n):0.14250450845185125 
data(p240):immigration(A,y):-0.8242113520797135 
data(p240):synfuels_corporation_cutback(A,n):-1.2675314104057451 
data(p240):education_spending(A,n):1.480926929998154 
data(p240):superfund_right_to_sue(A,n):0.5580344205758657 
data(p240):crime(A,y):0.021973200205942588 
data(p240):duty_free_exports(A,y):0.21070196511363357 
data(p240):export_administration_act_south_africa(A,y):-0.529557105122347 
data(p144):water_project_cost_sharing(A,y):1.6532617724808645 
data(p144):budget_resolution(A,n):-0.9839463699728471 
data(p144):physician_fee_freeze(A,n):1.5564076522006283 
data(p144):el_salvador_aid(A,n):-0.3138271979602049 
data(p144):religious_groups_in_schools(A,n):-0.26940413224928167 
data(p144):anti_satellite_test_ban(A,y):-0.13977956024367025 
data(p144):aid_to_nicaraguan_contras(A,y):0.4372668801688963 
data(p144):mx_missile(A,y):1.804755385793032 
data(p144):immigration(A,y):-0.878032083701608 
data(p144):synfuels_corporation_cutback(A,y):0.24494248388662068 
data(p144):education_spending(A,n):1.267424237416474 
data(p144):superfund_right_to_sue(A,n):0.5027854698438406 
data(p144):crime(A,y):0.03450002831115074 
data(p144):duty_free_exports(A,y):0.16483268739433893 
data(p144):export_administration_act_south_africa(A,y):-0.41959339988286276 
data(p362):handicapped_infants(A,y):0.10881984640056852 
data(p362):water_project_cost_sharing(A,n):-0.15238402108292468 
data(p362):budget_resolution(A,y):1.1668555216283143 
data(p362):physician_fee_freeze(A,n):1.6652834793280225 
data(p362):el_salvador_aid(A,y):-0.12785584211633205 
data(p362):religious_groups_in_schools(A,y):0.27675731264612263 
data(p362):anti_satellite_test_ban(A,y):-0.19339886345726384 
data(p362):aid_to_nicaraguan_contras(A,n):2.180282733508215 
data(p362):mx_missile(A,y):1.699077228243789 
data(p362):immigration(A,y):-0.8733597979930615 
data(p362):synfuels_corporation_cutback(A,n):-1.2455077540051522 
data(p362):education_spending(A,n):1.2126908378942047 
data(p362):superfund_right_to_sue(A,y):-0.0323095167281053 
data(p362):crime(A,y):0.04022447479520131 
data(p362):duty_free_exports(A,n):-0.4973305017007863 
data(p267):handicapped_infants(A,n):0.5549663972617347 
data(p267):water_project_cost_sharing(A,n):-0.10813441525127976 
data(p267):budget_resolution(A,n):-0.981409373010229 
data(p267):physician_fee_freeze(A,y):-4.887648189065675 
data(p267):el_salvador_aid(A,y):-0.19384554590917438 
data(p267):religious_groups_in_schools(A,y):0.2282685778288082 
data(p267):anti_satellite_test_ban(A,n):-0.2975952359100459 
data(p267):aid_to_nicaraguan_contras(A,n):2.193055474702491 
data(p267):mx_missile(A,n):0.1383589590864847 
data(p267):immigration(A,y):-0.8071328869331917 
data(p267):synfuels_corporation_cutback(A,n):-1.2447617337175247 
data(p267):education_spending(A,y):0.9390580003980619 
data(p267):superfund_right_to_sue(A,n):0.7045707251772632 
data(p267):crime(A,y):0.034119222168519765 
data(p267):duty_free_exports(A,n):-0.35321020495480127 
data(p267):export_administration_act_south_africa(A,y):-0.529557105122347 
data(p289):handicapped_infants(A,y):0.14023527661934618 
data(p289):water_project_cost_sharing(A,y):1.7380910262007412 
data(p289):budget_resolution(A,y):1.2520279080690555 
data(p289):physician_fee_freeze(A,n):1.4455154534696648 
data(p289):el_salvador_aid(A,y):-0.10792914367880341 
data(p289):religious_groups_in_schools(A,y):0.285893896473682 
data(p289):anti_satellite_test_ban(A,n):-0.2779177546869771 
data(p289):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p289):mx_missile(A,n):0.15837937299887628 
data(p289):immigration(A,y):-0.848585277790956 
data(p289):synfuels_corporation_cutback(A,y):0.18116365425743772 
data(p289):education_spending(A,n):1.2520262903034325 
data(p289):superfund_right_to_sue(A,y):-0.143578344555118 
data(p289):crime(A,y):0.05275130290040948 
data(p289):duty_free_exports(A,y):0.15649141774610129 
data(p289):export_administration_act_south_africa(A,y):-0.4053297507223082 
data(p137):handicapped_infants(A,n):0.5198039061067353 
data(p137):water_project_cost_sharing(A,y):1.8445533826420022 
data(p137):budget_resolution(A,n):-1.3127342907429314 
data(p137):physician_fee_freeze(A,y):-4.719109996789367 
data(p137):el_salvador_aid(A,y):-0.1572632844037192 
data(p137):religious_groups_in_schools(A,y):0.234037915669053 
data(p137):anti_satellite_test_ban(A,n):-0.291074366906644 
data(p137):aid_to_nicaraguan_contras(A,n):2.1269333680795635 
data(p137):mx_missile(A,n):0.12299963483176297 
data(p137):immigration(A,y):-0.8642316727009495 
data(p137):synfuels_corporation_cutback(A,y):0.6094544503457017 
data(p137):education_spending(A,y):0.8907714013953897 
data(p137):superfund_right_to_sue(A,y):-0.18107794046441425 
data(p137):crime(A,n):0.1593496767796051 
data(p137):duty_free_exports(A,n):-0.28972088912489746 
data(p137):export_administration_act_south_africa(A,y):-0.623064804669423 
data(p167):handicapped_infants(A,y):0.12434230356749869 
data(p167):water_project_cost_sharing(A,n):-0.17341828498439438 
data(p167):budget_resolution(A,y):1.302655961589885 
data(p167):physician_fee_freeze(A,y):-5.267832440504534 
data(p167):el_salvador_aid(A,y):-0.15967010578529345 
data(p167):religious_groups_in_schools(A,y):0.24584614929961193 
data(p167):anti_satellite_test_ban(A,y):-0.2179550512371982 
data(p167):aid_to_nicaraguan_contras(A,y):0.3859174982735203 
data(p167):mx_missile(A,n):0.15691119922461294 
data(p167):immigration(A,y):-0.8186219266128175 
data(p167):synfuels_corporation_cutback(A,n):-1.3088549801011948 
data(p167):education_spending(A,y):0.899929418773663 
data(p167):superfund_right_to_sue(A,n):0.44796950738425384 
data(p167):crime(A,y):0.030439587961898766 
data(p167):duty_free_exports(A,y):0.15794222039147005 
data(p167):export_administration_act_south_africa(A,y):-0.5028016598642181 
data(p84):handicapped_infants(A,n):0.4903268306407184 
data(p84):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p84):budget_resolution(A,n):-0.9950204039213277 
data(p84):physician_fee_freeze(A,y):-4.737194262453752 
data(p84):el_salvador_aid(A,y):-0.2040834197207329 
data(p84):religious_groups_in_schools(A,y):0.19550730477721076 
data(p84):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p84):aid_to_nicaraguan_contras(A,n):2.2912521402501786 
data(p84):mx_missile(A,n):0.11737565376833214 
data(p84):immigration(A,n):0.6393168113251255 
data(p84):synfuels_corporation_cutback(A,n):-1.2438448931460095 
data(p84):education_spending(A,y):0.8875370208418577 
data(p84):superfund_right_to_sue(A,y):-0.11219747072745255 
data(p84):crime(A,y):0.06110739199597015 
data(p84):duty_free_exports(A,n):-0.3374428063943087 
data(p84):export_administration_act_south_africa(A,n):-0.0013522874087858322 
data(p386):handicapped_infants(A,y):0.27731846483672723 
data(p386):water_project_cost_sharing(A,y):1.8168715215357552 
data(p386):budget_resolution(A,n):-1.0927207424258354 
data(p386):physician_fee_freeze(A,n):1.4669385708096163 
data(p386):el_salvador_aid(A,y):-0.14255810266673988 
data(p386):religious_groups_in_schools(A,y):0.23045638169668328 
data(p386):anti_satellite_test_ban(A,n):-0.3272851919227028 
data(p386):aid_to_nicaraguan_contras(A,n):2.147328838489834 
data(p386):mx_missile(A,n):0.1203496673160278 
data(p386):immigration(A,n):0.6471762376570717 
data(p386):synfuels_corporation_cutback(A,y):0.30159862762643674 
data(p386):education_spending(A,y):0.8790670113127482 
data(p386):superfund_right_to_sue(A,y):-0.21812968882929828 
data(p386):crime(A,y):0.0699545858945573 
data(p386):duty_free_exports(A,y):0.23507812553066995 
data(p386):export_administration_act_south_africa(A,n):0.002867621039809684 
data(p156):handicapped_infants(A,y):0.22322442788341224 
data(p156):water_project_cost_sharing(A,y):1.979860696847716 
data(p156):budget_resolution(A,n):-1.2494340917201456 
data(p156):physician_fee_freeze(A,y):-4.530836306004995 
data(p156):el_salvador_aid(A,y):-0.14255810266673988 
data(p156):religious_groups_in_schools(A,y):0.20464388860477015 
data(p156):anti_satellite_test_ban(A,n):-0.304124602988856 
data(p156):mx_missile(A,n):0.11083775358039044 
data(p156):immigration(A,n):0.7989968612260786 
data(p156):synfuels_corporation_cutback(A,y):0.8257072075346508 
data(p156):education_spending(A,y):0.8743712989680416 
data(p156):superfund_right_to_sue(A,y):-0.22047196382973372 
data(p156):crime(A,y):0.0699545858945573 
data(p156):duty_free_exports(A,n):-0.3642207359661356 
data(p156):export_administration_act_south_africa(A,n):0.0016344521661948996 
data(p357):handicapped_infants(A,n):0.4903268306407184 
data(p357):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p357):budget_resolution(A,n):-0.9950204039213277 
data(p357):physician_fee_freeze(A,y):-4.737194262453752 
data(p357):el_salvador_aid(A,y):-0.2040834197207329 
data(p357):religious_groups_in_schools(A,y):0.19550730477721076 
data(p357):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p357):aid_to_nicaraguan_contras(A,n):2.2912521402501786 
data(p357):mx_missile(A,n):0.11737565376833214 
data(p357):immigration(A,n):0.6393168113251255 
data(p357):synfuels_corporation_cutback(A,n):-1.2438448931460095 
data(p357):education_spending(A,y):0.8875370208418577 
data(p357):superfund_right_to_sue(A,y):-0.11219747072745255 
data(p357):crime(A,y):0.06110739199597015 
data(p357):duty_free_exports(A,n):-0.3374428063943087 
data(p357):export_administration_act_south_africa(A,n):-0.0013522874087858322 
data(p280):handicapped_infants(A,n):0.5546652563347352 
data(p280):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p280):budget_resolution(A,n):-1.036589610542342 
data(p280):physician_fee_freeze(A,y):-4.754368980250471 
data(p280):el_salvador_aid(A,y):-0.19384554590917438 
data(p280):religious_groups_in_schools(A,y):0.2282685778288082 
data(p280):anti_satellite_test_ban(A,n):-0.2975952359100459 
data(p280):aid_to_nicaraguan_contras(A,n):2.2064658381093483 
data(p280):mx_missile(A,n):0.1383589590864847 
data(p280):immigration(A,y):-0.7827715754101295 
data(p280):synfuels_corporation_cutback(A,n):-1.213940846944111 
data(p280):education_spending(A,y):0.9168257359575565 
data(p280):superfund_right_to_sue(A,y):-0.0633998068428534 
data(p280):crime(A,y):0.04716411315988375 
data(p280):duty_free_exports(A,n):-0.36172930664417724 
data(p280):export_administration_act_south_africa(A,n):0.02258914115809789 
data(p127):handicapped_infants(A,n):0.4903268306407184 
data(p127):budget_resolution(A,n):-1.026253769680754 
data(p127):physician_fee_freeze(A,y):-4.73451846150553 
data(p127):el_salvador_aid(A,y):-0.2040834197207329 
data(p127):religious_groups_in_schools(A,y):0.19550730477721076 
data(p127):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p127):aid_to_nicaraguan_contras(A,n):2.2912521402501786 
data(p127):mx_missile(A,n):0.11069018742596651 
data(p127):immigration(A,n):0.6393168113251255 
data(p127):synfuels_corporation_cutback(A,n):-1.2438448931460095 
data(p127):education_spending(A,y):0.8857571695021897 
data(p127):superfund_right_to_sue(A,y):-0.118869064919256 
data(p127):crime(A,y):0.06110739199597015 
data(p127):duty_free_exports(A,n):-0.3374428063943087 
data(p127):export_administration_act_south_africa(A,n):-0.0013522874087858322 
data(p196):handicapped_infants(A,n):0.4903268306407184 
data(p196):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p196):budget_resolution(A,n):-0.9950204039213277 
data(p196):physician_fee_freeze(A,y):-4.737194262453752 
data(p196):el_salvador_aid(A,y):-0.2040834197207329 
data(p196):religious_groups_in_schools(A,y):0.19550730477721076 
data(p196):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p196):aid_to_nicaraguan_contras(A,n):2.2912521402501786 
data(p196):mx_missile(A,n):0.11737565376833214 
data(p196):immigration(A,n):0.6542839162590246 
data(p196):synfuels_corporation_cutback(A,n):-1.235389572530339 
data(p196):education_spending(A,y):0.8875370208418577 
data(p196):superfund_right_to_sue(A,y):-0.11219747072745255 
data(p196):crime(A,y):0.06110739199597015 
data(p196):duty_free_exports(A,n):-0.3370882746652618 
data(p266):handicapped_infants(A,y):0.07349967365509127 
data(p266):water_project_cost_sharing(A,n):-0.17587100619560783 
data(p266):budget_resolution(A,y):1.074215453714193 
data(p266):physician_fee_freeze(A,n):1.7300506259443074 
data(p266):el_salvador_aid(A,n):-0.32035861197316134 
data(p266):religious_groups_in_schools(A,n):-0.2920877847889192 
data(p266):anti_satellite_test_ban(A,y):-0.1991424318200121 
data(p266):aid_to_nicaraguan_contras(A,y):0.4036130306436024 
data(p266):mx_missile(A,y):1.6452061650072576 
data(p266):immigration(A,y):-0.8598349622362512 
data(p266):synfuels_corporation_cutback(A,n):-1.2765734174567853 
data(p266):education_spending(A,n):1.1386592822590715 
data(p266):superfund_right_to_sue(A,n):0.39507051098022955 
data(p266):crime(A,n):0.23146444752196652 
data(p266):duty_free_exports(A,n):-0.5622789315508004 
data(p266):export_administration_act_south_africa(A,y):-0.37399969946482753 
data(p400):handicapped_infants(A,n):0.5447840935379081 
data(p400):water_project_cost_sharing(A,y):1.8758921545155751 
data(p400):budget_resolution(A,n):-1.0677611134541163 
data(p400):physician_fee_freeze(A,y):-4.6914784571257275 
data(p400):religious_groups_in_schools(A,y):0.23740516165636757 
data(p400):anti_satellite_test_ban(A,n):-0.2975952359100459 
data(p400):aid_to_nicaraguan_contras(A,n):2.196303704353736 
data(p400):mx_missile(A,n):0.1316734927441191 
data(p400):immigration(A,y):-0.8242709761588126 
data(p400):synfuels_corporation_cutback(A,n):-1.2296783070396387 
data(p400):education_spending(A,y):0.9336649657679805 
data(p400):superfund_right_to_sue(A,y):-0.07007140103465687 
data(p400):crime(A,y):0.05969094126509193 
data(p400):duty_free_exports(A,n):-0.32959026748424036 
data(p400):export_administration_act_south_africa(A,n):0.0048819506204680965 
data(p105):el_salvador_aid(A,n):-0.32525642440367064 
data(p105):religious_groups_in_schools(A,y):0.28790796354912984 
data(p105):anti_satellite_test_ban(A,y):-0.15479081345990978 
data(p105):aid_to_nicaraguan_contras(A,y):0.4145815707722019 
data(p105):mx_missile(A,y):1.9432124779326598 
data(p105):immigration(A,y):-0.8226775871560829 
data(p105):education_spending(A,n):1.4827353117675874 
data(p105):superfund_right_to_sue(A,y):-0.10033297982751041 
data(p105):crime(A,y):0.043904109001822324 
data(p105):duty_free_exports(A,n):-0.5314524850578123 
data(p154):handicapped_infants(A,n):0.5409585108485049 
data(p154):water_project_cost_sharing(A,n):-0.17472534954068156 
data(p154):budget_resolution(A,y):1.1365047826323202 
data(p154):physician_fee_freeze(A,n):1.4564415899748666 
data(p154):el_salvador_aid(A,n):-0.3206585501277921 
data(p154):religious_groups_in_schools(A,y):0.27675731264612263 
data(p154):anti_satellite_test_ban(A,y):-0.19946274884605755 
data(p154):aid_to_nicaraguan_contras(A,y):0.4087022697217801 
data(p154):mx_missile(A,y):1.7175557161530721 
data(p154):immigration(A,y):-0.7587979790588056 
data(p154):synfuels_corporation_cutback(A,y):0.1586821276532756 
data(p154):education_spending(A,n):1.2711781833412898 
data(p154):superfund_right_to_sue(A,y):-0.14048870167523111 
data(p154):crime(A,y):0.043904109001822324 
data(p154):duty_free_exports(A,n):-0.494628739436032 
data(p154):export_administration_act_south_africa(A,y):-0.3870094228019229 
data(p283):handicapped_infants(A,y):0.14385771508020626 
data(p283):water_project_cost_sharing(A,n):-0.10233712220538518 
data(p283):budget_resolution(A,n):-1.0680523921348801 
data(p283):physician_fee_freeze(A,y):-4.828949434668866 
data(p283):el_salvador_aid(A,y):-0.1608315921131936 
data(p283):religious_groups_in_schools(A,y):0.24355426248862203 
data(p283):anti_satellite_test_ban(A,n):-0.3039948411444108 
data(p283):aid_to_nicaraguan_contras(A,n):2.2210909905783938 
data(p283):mx_missile(A,n):0.1471803831532648 
data(p283):immigration(A,y):-0.8959575665507544 
data(p283):synfuels_corporation_cutback(A,n):-1.213815020626955 
data(p283):superfund_right_to_sue(A,y):-0.05273647058576373 
data(p283):crime(A,y):0.04022447479520131 
data(p283):duty_free_exports(A,n):-0.38764373138076635 
data(p283):export_administration_act_south_africa(A,n):0.02258914115809789 
data(p227):handicapped_infants(A,n):0.4711354390338545 
data(p227):water_project_cost_sharing(A,n):-0.1827423392917261 
data(p227):budget_resolution(A,y):1.007249227525678 
data(p227):physician_fee_freeze(A,n):1.3854529753111058 
data(p227):el_salvador_aid(A,n):-0.3278014556527328 
data(p227):religious_groups_in_schools(A,y):0.2395511424248639 
data(p227):anti_satellite_test_ban(A,y):-0.19767312785740873 
data(p227):aid_to_nicaraguan_contras(A,y):0.4087022697217801 
data(p227):mx_missile(A,y):1.742667198387851 
data(p227):immigration(A,n):0.5450360692241887 
data(p227):synfuels_corporation_cutback(A,y):0.20527743688175024 
data(p227):education_spending(A,n):1.2584327375713766 
data(p227):superfund_right_to_sue(A,n):0.4395783476667993 
data(p227):crime(A,y):0.03591647904202896 
data(p227):duty_free_exports(A,y):0.1130244950805846 
data(p227):export_administration_act_south_africa(A,y):-0.3872059073661929 
data(p368):handicapped_infants(A,y):0.13511023481231135 
data(p368):water_project_cost_sharing(A,y):1.7491907702396603 
data(p368):budget_resolution(A,y):1.0651430574366998 
data(p368):physician_fee_freeze(A,n):1.4379195360396493 
data(p368):el_salvador_aid(A,y):-0.10792914367880341 
data(p368):religious_groups_in_schools(A,y):0.27103839947082337 
data(p368):anti_satellite_test_ban(A,y):-0.17678176686729166 
data(p368):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p368):mx_missile(A,n):0.15837937299887628 
data(p368):immigration(A,y):-0.8759200743535654 
data(p368):synfuels_corporation_cutback(A,y):0.23553762004207732 
data(p368):education_spending(A,n):1.210268474873512 
data(p368):superfund_right_to_sue(A,n):0.40529898743777654 
data(p368):crime(A,n):0.13127403239037894 
data(p368):duty_free_exports(A,y):0.1470798594442181 
data(p26):handicapped_infants(A,y):0.09200333225930435 
data(p26):water_project_cost_sharing(A,n):-0.17587100619560783 
data(p26):budget_resolution(A,y):1.039176184572698 
data(p26):physician_fee_freeze(A,n):1.7349333845304433 
data(p26):el_salvador_aid(A,n):-0.3226001521300871 
data(p26):religious_groups_in_schools(A,n):-0.2920877847889192 
data(p26):anti_satellite_test_ban(A,y):-0.1730052587130008 
data(p26):aid_to_nicaraguan_contras(A,y):0.4036130306436024 
data(p26):mx_missile(A,y):1.6961595597247905 
data(p26):immigration(A,y):-0.8503814279377055 
data(p26):synfuels_corporation_cutback(A,n):-1.2647367628194617 
data(p26):education_spending(A,n):1.133982480853643 
data(p26):superfund_right_to_sue(A,n):0.3895603171137955 
data(p26):crime(A,n):0.2316895977635152 
data(p26):duty_free_exports(A,y):0.15237372056514548 
data(p26):export_administration_act_south_africa(A,y):-0.37399969946482753 
data(p197):handicapped_infants(A,n):0.4743769878382922 
data(p197):water_project_cost_sharing(A,n):-0.15412533843958068 
data(p197):budget_resolution(A,y):1.1288270427082916 
data(p197):physician_fee_freeze(A,n):1.3914454822317839 
data(p197):el_salvador_aid(A,n):-0.3319846077595828 
data(p197):religious_groups_in_schools(A,y):0.22871035493471123 
data(p197):anti_satellite_test_ban(A,y):-0.20082025255515565 
data(p197):aid_to_nicaraguan_contras(A,y):0.40744566294372775 
data(p197):mx_missile(A,y):1.7380797579755427 
data(p197):immigration(A,n):0.5426953494307192 
data(p197):synfuels_corporation_cutback(A,y):0.21163460285802102 
data(p197):education_spending(A,y):0.8472422195028113 
data(p197):superfund_right_to_sue(A,n):0.4732598622107738 
data(p197):crime(A,y):0.04806250100460614 
data(p197):duty_free_exports(A,y):0.11850875039768688 
data(p65):handicapped_infants(A,y):0.19490449180728972 
data(p65):water_project_cost_sharing(A,y):1.834471392870724 
data(p65):budget_resolution(A,y):1.1009911621163284 
data(p65):physician_fee_freeze(A,n):1.3589322373898005 
data(p65):el_salvador_aid(A,n):-0.324248278897041 
data(p65):religious_groups_in_schools(A,n):-0.25507400319165646 
data(p65):anti_satellite_test_ban(A,y):-0.22028589463992096 
data(p65):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p65):mx_missile(A,y):1.6714734258117396 
data(p65):immigration(A,n):0.7045555333807715 
data(p65):synfuels_corporation_cutback(A,y):0.28654296682543834 
data(p65):superfund_right_to_sue(A,n):0.44976465404084814 
data(p65):crime(A,n):0.1770738672303647 
data(p65):duty_free_exports(A,n):-0.45878404998066147 
data(p65):export_administration_act_south_africa(A,y):-0.412179665773953 
data(p16):handicapped_infants(A,n):0.5447840935379081 
data(p16):water_project_cost_sharing(A,y):1.876409553200557 
data(p16):budget_resolution(A,n):-1.1280645877137179 
data(p16):physician_fee_freeze(A,y):-4.6914784571257275 
data(p16):el_salvador_aid(A,y):-0.19384554590917438 
data(p16):religious_groups_in_schools(A,y):0.23740516165636757 
data(p16):anti_satellite_test_ban(A,n):-0.2975952359100459 
data(p16):aid_to_nicaraguan_contras(A,n):2.196303704353736 
data(p16):mx_missile(A,n):0.1316734927441191 
data(p16):immigration(A,y):-0.8149699148779977 
data(p16):synfuels_corporation_cutback(A,n):-1.2304518359944436 
data(p16):education_spending(A,y):0.9140157886026552 
data(p16):superfund_right_to_sue(A,y):-0.07829977078189482 
data(p16):duty_free_exports(A,n):-0.3292357357551935 
data(p298):handicapped_infants(A,y):0.09754565576431223 
data(p298):water_project_cost_sharing(A,y):1.7128103404360375 
data(p298):budget_resolution(A,y):1.1329415008358241 
data(p298):physician_fee_freeze(A,n):1.6771060233961985 
data(p298):el_salvador_aid(A,n):-0.3324184805238181 
data(p298):religious_groups_in_schools(A,y):0.27103839947082337 
data(p298):anti_satellite_test_ban(A,y):-0.15443946987658977 
data(p298):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p298):mx_missile(A,y):1.7184224397955756 
data(p298):immigration(A,y):-0.8616669612195953 
data(p298):synfuels_corporation_cutback(A,n):-1.2699580354684523 
data(p298):education_spending(A,n):1.154426801217429 
data(p298):crime(A,n):0.21469801622429788 
data(p298):duty_free_exports(A,y):0.14697443634120377 
data(p372):handicapped_infants(A,y):0.09313915188564176 
data(p372):water_project_cost_sharing(A,y):1.7125137608934569 
data(p372):budget_resolution(A,y):1.0596739622111198 
data(p372):physician_fee_freeze(A,n):1.6771060233961985 
data(p372):religious_groups_in_schools(A,n):-0.29468378313572485 
data(p372):anti_satellite_test_ban(A,y):-0.1730052587130008 
data(p372):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p372):mx_missile(A,y):1.716355421388419 
data(p372):immigration(A,y):-0.8825797674055736 
data(p372):synfuels_corporation_cutback(A,n):-1.2699635531043325 
data(p372):education_spending(A,n):1.1053016032800012 
data(p372):superfund_right_to_sue(A,n):0.3920248696028527 
data(p372):crime(A,n):0.22290310789065423 
data(p372):duty_free_exports(A,y):0.14532124917006617 
data(p110):handicapped_infants(A,y):0.2116940106905232 
data(p110):budget_resolution(A,y):1.033170855217122 
data(p110):physician_fee_freeze(A,n):1.6399579054726432 
data(p110):el_salvador_aid(A,n):-0.3226001521300871 
data(p110):religious_groups_in_schools(A,n):-0.2920877847889192 
data(p110):anti_satellite_test_ban(A,y):-0.1862268909405914 
data(p110):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p110):mx_missile(A,y):1.705535439028244 
data(p110):immigration(A,n):0.6503421230812465 
data(p110):synfuels_corporation_cutback(A,n):-1.2748994765057515 
data(p110):education_spending(A,n):1.16795854795194 
data(p110):superfund_right_to_sue(A,n):0.4298474768642691 
data(p110):crime(A,n):0.2316895977635152 
data(p110):duty_free_exports(A,y):0.11819145606065692 
data(p337):handicapped_infants(A,n):0.4600656759995292 
data(p337):water_project_cost_sharing(A,n):-0.1749678302303841 
data(p337):budget_resolution(A,y):1.0664609406520198 
data(p337):physician_fee_freeze(A,n):1.4503168670052295 
data(p337):el_salvador_aid(A,n):-0.31533382720118214 
data(p337):religious_groups_in_schools(A,y):0.2395511424248639 
data(p337):anti_satellite_test_ban(A,y):-0.19767312785740873 
data(p337):aid_to_nicaraguan_contras(A,y):0.4087022697217801 
data(p337):mx_missile(A,n):0.13526010995630922 
data(p337):immigration(A,n):0.5848574788542563 
data(p337):synfuels_corporation_cutback(A,y):0.2300081411224614 
data(p337):education_spending(A,n):1.3018231651132914 
data(p337):superfund_right_to_sue(A,n):0.46916606255462273 
data(p337):crime(A,y):0.03591647904202896 
data(p337):export_administration_act_south_africa(A,y):-0.3812214489376193 
data(p309):handicapped_infants(A,n):0.5546652563347352 
