data(p87):a1(A,1):-0.29557053869733513 
data(p156):a44(A,1):-0.2906118408368711 
data(p156):a45(A,2):0.02302383640713258 
data(p156):a46(A,1):0.1409148919576561 
data(p156):a47(A,1):-0.021183057805357335 
data(p156):a48(A,1):0.015432270795633715 
data(p156):a49(A,2):0.020829043192081627 
data(p156):a50(A,1):0.28902532532109637 
data(p156):a51(A,2):0.9263785690383851 
data(p156):a52(A,2):0.8730154104899409 
data(p156):a53(A,0):-0.04426424429221293 
data(p156):a54(A,0):0.16755619318841025 
data(p156):a55(A,1):0.5082056674487363 
data(p156):a56(A,0):0.07964299229866663 
data(p156):a57(A,0):0.12519820091005468 
data(p156):a58(A,1):-0.15212361432655275 
data(p156):a59(A,1):-0.10054855347605449 
data(p156):a60(A,0):-0.10899715179157338 
data(p111):a1(A,1):-0.24916464780852499 
data(p111):a2(A,0):0.08005720571117432 
data(p111):a3(A,1):0.06591442339630191 
data(p111):a4(A,3):0.5149965736452302 
data(p111):a5(A,3):0.271403104607448 
data(p111):a6(A,0):-0.19195997265649717 
data(p111):a7(A,0):0.001024096514650458 
data(p111):a8(A,1):0.300227537589793 
data(p111):a9(A,0):-1.0929014756299618 
data(p111):a10(A,0):-0.5243852977308634 
data(p111):a11(A,0):-0.43713851273462095 
data(p111):a12(A,1):-0.42206393536789755 
data(p111):a13(A,2):0.3032216052818185 
data(p111):a14(A,2):0.31940866878776597 
data(p111):a15(A,2):0.15817125955071898 
data(p111):a16(A,2):0.3207404878585917 
data(p111):a17(A,2):0.13928216153818143 
data(p111):a18(A,2):-0.16895113665879122 
data(p111):a19(A,3):-0.2277366387785479 
data(p111):a20(A,3):0.06433643110191431 
data(p111):a21(A,3):1.4598395250324327 
data(p111):a22(A,3):-0.0704796115536696 
data(p111):a23(A,3):1.05048777658748 
data(p111):a24(A,3):0.3070099446353204 
data(p111):a25(A,2):-0.017679554825977634 
data(p111):a26(A,2):-0.09369854575321561 
data(p111):a27(A,2):0.11099722317706517 
data(p111):a28(A,2):0.16703623922563454 
data(p111):a29(A,1):-0.4562620107235693 
data(p111):a30(A,1):-0.10889533004725797 
data(p111):a31(A,0):0.3526570909077095 
data(p111):a32(A,0):0.17891623749140423 
data(p111):a33(A,0):-0.12017441389421307 
data(p111):a34(A,1):0.07700055895498435 
data(p111):a35(A,2):-0.4030350485717723 
data(p111):a36(A,2):-0.29486988462615715 
data(p111):a37(A,2):0.14007986943243098 
data(p111):a38(A,1):-0.40069503689068287 
data(p111):a39(A,2):0.3157346759251328 
data(p111):a40(A,2):-0.23117692478145035 
data(p111):a41(A,3):0.21596800249172157 
data(p111):a42(A,3):0.16848590571110736 
data(p111):a43(A,3):0.41312210289830126 
data(p111):a44(A,2):0.3490670280363113 
data(p111):a45(A,2):0.0017927519365032963 
data(p111):a46(A,1):0.12928133629342548 
data(p111):a47(A,2):-0.0286156743567639 
data(p111):a48(A,1):-0.008481481258052669 
data(p111):a49(A,1):0.15007000575576956 
data(p111):a50(A,2):-0.205297891762568 
data(p111):a51(A,1):-0.6084708933762702 
data(p111):a52(A,2):0.8884304594817808 
data(p111):a53(A,2):-0.021372192050238104 
data(p111):a54(A,1):0.1287473209249936 
data(p111):a55(A,0):0.6627884280573025 
data(p111):a56(A,2):-0.06062149577804669 
data(p111):a57(A,2):-0.11229239503213809 
data(p111):a58(A,3):0.2547649766227414 
data(p111):a59(A,3):0.13710161195792211 
data(p111):a60(A,3):0.17456235791826083 
data(p81):a1(A,2):0.21691260271516524 
data(p81):a2(A,2):-0.11731079299910076 
data(p81):a3(A,0):0.0721746768459282 
data(p81):a4(A,1):-0.3547509735481296 
data(p81):a5(A,1):-0.04452388235148449 
data(p81):a6(A,3):0.12618443134751245 
data(p81):a7(A,3):-0.10066303083134057 
data(p81):a8(A,2):-0.19062843048950906 
data(p81):a9(A,0):-0.9084429787909243 
data(p81):a10(A,1):-0.48727797547071927 
data(p81):a11(A,2):0.19937883541495988 
data(p81):a12(A,3):0.47424129147863936 
data(p81):a13(A,3):0.17937968566874143 
data(p81):a14(A,3):0.053695169211752845 
data(p81):a15(A,3):-1.0560635726582057 
data(p81):a16(A,3):-0.15371096475936977 
data(p81):a17(A,3):-0.12512693175698106 
data(p81):a18(A,3):-0.14077922543508692 
data(p81):a19(A,3):-0.284338804646513 
data(p81):a20(A,3):0.020366588543695812 
data(p81):a21(A,3):1.3768223741954966 
data(p81):a22(A,3):-0.1325384520656095 
data(p81):a23(A,2):0.570408910512605 
data(p81):a24(A,0):-0.33624270802096545 
data(p81):a25(A,0):-0.014839673505789531 
data(p81):a26(A,0):0.19849165819960524 
data(p81):a27(A,1):-0.4774155962528059 
data(p81):a28(A,2):0.1270101789725202 
data(p81):a29(A,3):0.330087033106486 
data(p81):a30(A,3):0.02498100775013643 
data(p81):a31(A,1):0.2491236503370661 
data(p81):a32(A,0):0.20118316231672884 
data(p81):a33(A,0):-0.08509023231811966 
data(p81):a34(A,1):0.10913076479498347 
data(p81):a35(A,1):0.3580007267708306 
data(p81):a36(A,1):0.668184674132126 
data(p81):a37(A,0):0.1317972893541425 
data(p81):a38(A,1):-0.4375287679977384 
data(p81):a39(A,1):-0.16517766341065201 
data(p81):a40(A,2):-0.31179458404776467 
data(p81):a41(A,0):-0.2344583842856938 
data(p81):a42(A,0):-0.17458145667319613 
data(p81):a43(A,0):-0.2934848208620571 
data(p81):a44(A,0):-0.6005964506312135 
data(p81):a45(A,1):-0.3347701197136577 
data(p81):a46(A,0):-0.6525397418819252 
data(p81):a47(A,1):-0.022384805553256615 
data(p81):a48(A,1):-0.06887496124388173 
data(p81):a49(A,1):0.10077387558257044 
data(p81):a50(A,2):-0.24148529706375757 
data(p81):a51(A,1):-0.7465542605669746 
data(p81):a52(A,0):-1.3368272682848672 
data(p81):a53(A,0):-0.08495635280383484 
data(p81):a54(A,2):-0.2613159667356465 
data(p81):a55(A,3):-0.5811060915379277 
data(p81):a56(A,1):-0.1725001805570583 
data(p81):a57(A,0):0.09297827227148497 
data(p81):a58(A,0):-0.2804487652310165 
data(p81):a59(A,3):0.120502636216815 
data(p81):a60(A,3):0.19025294186382297 
data(p49):a1(A,1):-0.2638289146722241 
data(p49):a2(A,0):0.05782761187889633 
data(p49):a3(A,3):-0.15394630434439424 
data(p49):a4(A,2):0.11685203698589013 
data(p49):a5(A,0):-0.5523765518221303 
data(p49):a6(A,1):-0.1696296828936691 
data(p49):a7(A,1):0.02270443114805698 
data(p49):a8(A,2):-0.19780747961928538 
data(p49):a9(A,0):-1.1207392520179393 
data(p49):a10(A,0):-0.6106150687638969 
data(p49):a11(A,1):-0.36067993562202966 
data(p49):a12(A,3):0.5378230460083283 
data(p49):a13(A,2):0.26505633886427526 
data(p49):a14(A,2):0.30471400461308745 
data(p49):a15(A,0):0.48959180535208047 
data(p49):a16(A,0):0.009768207125849339 
data(p49):a17(A,1):-0.026110351659562665 
data(p49):a18(A,2):-0.1683022515828824 
data(p49):a19(A,1):0.27866410925378904 
data(p49):a20(A,2):0.004615096818216967 
data(p49):a21(A,2):0.8413709659950335 
data(p49):a22(A,2):-0.12228432893541542 
data(p49):a23(A,2):0.6135665033756412 
data(p49):a24(A,3):0.2755012512341578 
data(p49):a25(A,3):0.0073570524176528335 
data(p49):a26(A,2):-0.1110096896818658 
data(p49):a27(A,1):-0.5339480062248343 
data(p49):a28(A,0):-0.1678326249825839 
data(p49):a29(A,1):-0.4378359451419244 
data(p49):a30(A,1):-0.11250981129384229 
data(p49):a31(A,1):0.27390500818743696 
data(p49):a32(A,2):-0.2342400305183607 
data(p49):a33(A,2):0.1525907774066162 
data(p49):a34(A,2):-0.0993850148733983 
data(p49):a35(A,2):-0.3991853223547583 
data(p49):a36(A,2):-0.4459005160104999 
data(p49):a37(A,2):0.1252538966646309 
data(p49):a38(A,1):-0.4432344385428111 
data(p49):a39(A,0):-0.4686121107396978 
data(p49):a40(A,2):-0.3058639421780764 
data(p49):a41(A,3):0.1915064744698394 
data(p49):a42(A,3):0.16611754535418066 
data(p49):a43(A,3):0.3968645635318279 
data(p49):a44(A,2):0.30520014711642346 
data(p49):a45(A,2):-0.034095122081089134 
data(p49):a46(A,1):0.08789930563903631 
data(p49):a47(A,1):-0.03457820510309334 
data(p49):a48(A,2):0.30547003499630526 
data(p49):a49(A,1):0.11924566804787136 
data(p49):a50(A,0):0.31218296652818855 
data(p49):a51(A,0):-1.2540722063179135 
data(p49):a52(A,1):-0.6428432571889495 
data(p49):a53(A,2):-0.03992498347224281 
data(p49):a54(A,2):-0.27423846163268617 
data(p49):a55(A,2):-0.6897578734556626 
data(p49):a56(A,3):0.1732630183827944 
data(p49):a57(A,2):-0.11903039952050673 
data(p49):a58(A,0):-0.26843716991407923 
data(p49):a59(A,1):-0.1420760729204894 
data(p49):a60(A,3):0.1838629262054987 
data(p110):a1(A,2):0.25817389347248854 
data(p110):a2(A,0):0.04162067695036916 
data(p110):a3(A,1):0.06683102746784038 
data(p110):a4(A,3):0.5519931569987426 
data(p110):a5(A,3):0.24312951128774513 
data(p110):a6(A,1):-0.13453542266437635 
data(p110):a7(A,2):0.05720199289246148 
data(p110):a8(A,2):-0.21820745592518312 
data(p110):a9(A,0):-1.0268914985385291 
data(p110):a10(A,0):-0.6240443807156204 
data(p110):a11(A,0):-0.36166417532985423 
data(p110):a12(A,0):-0.6153877006845095 
data(p110):a13(A,0):-0.31081293240475266 
data(p110):a14(A,1):-0.1786365788674349 
data(p110):a15(A,1):0.5184697479751028 
data(p110):a16(A,2):0.3429524339859438 
data(p110):a17(A,2):0.14913964140291572 
data(p110):a18(A,2):-0.15113727486222286 
data(p110):a19(A,3):-0.2558818328842129 
data(p110):a20(A,3):0.08674687743102394 
data(p110):a21(A,3):1.3785892776231725 
data(p110):a22(A,3):-0.06488473594061862 
data(p110):a23(A,3):1.0272341462207615 
data(p110):a24(A,3):0.30133355674535295 
data(p110):a25(A,3):0.04312747951278036 
data(p110):a26(A,2):-0.1219697071491015 
data(p110):a27(A,1):-0.43575443797125857 
data(p110):a28(A,1):-0.3056699205856875 
data(p110):a29(A,1):-0.4377673083588358 
data(p110):a30(A,1):-0.10901760289077474 
data(p110):a31(A,1):0.2524527761910913 
data(p110):a32(A,0):0.1964439103808855 
data(p110):a33(A,0):-0.1091945539457787 
data(p110):a34(A,1):0.09228490640086533 
data(p110):a35(A,2):-0.40326071035416866 
data(p110):a36(A,2):-0.27324115761782514 
data(p110):a37(A,1):0.15626138947776166 
data(p110):a38(A,1):-0.34981116428713294 
data(p110):a39(A,2):0.29478697058735875 
data(p110):a40(A,2):-0.22189283568548718 
data(p110):a41(A,2):0.28101475652590435 
data(p110):a42(A,3):0.1558314674217808 
data(p110):a43(A,3):0.43922160063430266 
data(p110):a44(A,2):0.3344620647558956 
data(p110):a45(A,0):-0.2461457743665323 
data(p110):a46(A,2):0.2011950549787572 
data(p110):a47(A,3):0.09092892892149047 
data(p110):a48(A,3):0.4598780517550239 
data(p110):a49(A,2):0.0011771270860326715 
data(p110):a50(A,3):-0.4087847292974123 
data(p110):a51(A,3):0.9536745992504668 
data(p110):a52(A,3):0.8919586870882205 
data(p110):a53(A,3):0.007020156659042745 
data(p110):a54(A,3):0.0868607231160676 
data(p110):a55(A,0):0.6148077903813055 
data(p110):a56(A,1):-0.1834231656140322 
data(p110):a57(A,3):-0.08062052073608585 
data(p110):a58(A,2):0.2359031887062213 
data(p110):a59(A,2):0.02869728121485767 
data(p110):a60(A,2):-0.16166069497797697 
data(p23):a1(A,0):-0.45237862762822323 
data(p23):a2(A,3):-0.03293086283445039 
data(p23):a3(A,1):0.03170638564676895 
data(p23):a4(A,1):-0.5239439002143784 
data(p23):a5(A,2):0.17934438149121892 
data(p23):a6(A,2):0.12143362015915084 
data(p23):a7(A,3):-0.11368523081818176 
data(p23):a8(A,3):-0.3983952100827667 
data(p23):a9(A,0):-1.170827801589161 
data(p23):a10(A,2):0.5247659031647929 
data(p23):a11(A,1):-0.35377988167587365 
data(p23):a12(A,1):-0.5388891444800297 
data(p23):a13(A,2):0.15662244089353808 
data(p23):a14(A,0):-0.22604507239212923 
data(p23):a15(A,1):0.4454425420924815 
data(p23):a16(A,1):-0.033491269933907594 
data(p23):a17(A,1):0.00166801963638333 
data(p23):a18(A,1):0.11461641215843689 
data(p23):a19(A,0):0.3021193664581546 
data(p23):a20(A,0):-0.04442750110597913 
data(p23):a21(A,0):-1.0564084064880221 
data(p23):a22(A,0):0.13331126743746458 
data(p23):a23(A,0):-0.7848736281282598 
data(p23):a24(A,0):-0.3475150192568004 
data(p23):a25(A,0):0.008207789272673979 
data(p23):a26(A,0):0.14662793272862348 
data(p23):a27(A,0):-0.11232488260811677 
data(p23):a28(A,1):-0.34732295130349056 
data(p23):a29(A,2):0.1795917088395043 
data(p23):a30(A,2):0.1108559308006449 
data(p23):a31(A,1):0.18589985374844678 
data(p23):a32(A,3):-0.3286767693275506 
data(p23):a33(A,3):-0.010718146939046276 
data(p23):a34(A,3):-0.09616685887535083 
data(p23):a35(A,2):-0.5060255432093765 
data(p23):a36(A,3):-1.4312805610150763 
data(p23):a37(A,3):-0.47758362782543484 
data(p23):a38(A,3):0.2925499256225714 
data(p23):a39(A,3):0.23206192740505868 
data(p23):a40(A,3):-0.3339013184061766 
data(p23):a41(A,3):0.18532702299503648 
data(p23):a42(A,3):0.12560482325914077 
data(p23):a43(A,3):0.37976893354600055 
data(p23):a44(A,3):0.500877703188187 
data(p23):a45(A,3):0.5661483191323302 
data(p23):a46(A,3):0.3785520809789742 
data(p23):a47(A,3):0.20536251282371734 
data(p23):a48(A,3):0.52474437335755 
data(p23):a49(A,3):0.11847069495092706 
data(p23):a50(A,3):-0.3720103011353737 
data(p23):a51(A,3):0.8812297965855637 
data(p23):a52(A,3):0.7602179234852972 
data(p23):a53(A,2):-0.06280324647681186 
data(p23):a54(A,2):-0.2673136226928211 
data(p23):a55(A,3):-0.5654217429342225 
data(p23):a56(A,3):0.14479892352153756 
data(p23):a57(A,0):0.03625284326838952 
data(p23):a58(A,3):0.235264385110767 
data(p23):a59(A,3):0.07875212660784878 
data(p23):a60(A,3):0.1014398426084725 
data(p42):a1(A,0):-0.39965538078634 
data(p42):a2(A,1):0.0790528101985475 
data(p42):a3(A,0):0.07096164277043943 
data(p42):a4(A,0):-0.40531673790359474 
data(p42):a5(A,0):-0.3764969015274989 
data(p42):a6(A,0):-0.17444296570593226 
data(p42):a7(A,0):0.012840335805950807 
data(p42):a8(A,0):0.2985961160218685 
data(p42):a9(A,0):-0.9078334344728025 
data(p42):a10(A,0):-0.6607703127439839 
data(p42):a11(A,0):-0.42482023487530524 
data(p42):a12(A,1):-0.5393364140231678 
data(p42):a13(A,0):-0.2967350704863421 
data(p42):a14(A,1):-0.20582032536233102 
data(p42):a15(A,1):0.4818676862682101 
data(p42):a16(A,1):-0.018635752232904736 
data(p42):a17(A,2):0.07797282404265124 
data(p42):a18(A,1):0.09009178582122584 
data(p42):a19(A,0):0.2866972832201181 
data(p42):a20(A,0):-0.05943236598323003 
data(p42):a21(A,1):-0.9690625504491196 
data(p42):a22(A,1):0.048155974922607335 
data(p42):a23(A,1):-0.8516364926141412 
data(p42):a24(A,0):-0.3366177459551689 
data(p42):a25(A,1):-0.042075592197803366 
data(p42):a26(A,1):-0.01728597804849108 
data(p42):a27(A,1):-0.5577091378507233 
data(p42):a28(A,2):0.14800227552965262 
data(p42):a29(A,3):0.40843671419657407 
data(p42):a30(A,3):0.12121681709745999 
data(p42):a31(A,3):-0.2767925054542049 
data(p42):a32(A,3):-0.26898741788951663 
data(p42):a33(A,3):-0.027754031501241512 
data(p42):a34(A,3):-0.10483165385661193 
data(p42):a35(A,3):-0.410497769545118 
data(p42):a36(A,3):-1.2801023108746201 
data(p42):a37(A,2):0.12587102945015216 
data(p42):a38(A,2):0.2267355111095513 
data(p42):a39(A,1):-0.1520387988782048 
data(p42):a40(A,0):0.21283195531400853 
data(p42):a41(A,1):-0.25999914715459266 
data(p42):a42(A,0):-0.1865250503429295 
data(p42):a43(A,0):-0.20450824192003153 
data(p42):a44(A,0):-0.46157151498826915 
data(p42):a45(A,1):-0.37125419785906866 
data(p42):a46(A,1):0.02148242203128874 
data(p42):a47(A,0):-0.09444549434453904 
data(p42):a48(A,0):-0.6793407902831227 
data(p42):a49(A,0):-0.2175017334869759 
data(p42):a50(A,1):0.2809005691619487 
data(p42):a51(A,0):-0.9698544418348515 
data(p42):a52(A,0):-1.019837291941952 
data(p42):a53(A,1):0.010863995224107874 
data(p42):a54(A,2):-0.2743811079836506 
data(p42):a55(A,2):-0.6719473445220059 
data(p42):a56(A,1):-0.1381714201806379 
data(p42):a57(A,2):-0.08990991286459957 
data(p42):a58(A,1):-0.17275385014629277 
data(p42):a59(A,1):-0.12476831233844021 
data(p42):a60(A,0):0.0007101704440833165 
data(p159):a1(A,0):-0.4371983634252099 
data(p159):a2(A,2):-0.10627237832814147 
data(p159):a3(A,1):0.06272087959361505 
data(p159):a4(A,3):0.5645035871524564 
data(p159):a5(A,3):0.21818715864367502 
data(p159):a6(A,2):0.1549081732696822 
data(p159):a7(A,3):-0.0728120073539606 
data(p159):a8(A,3):-0.3718315415024203 
data(p159):a9(A,3):0.7638803352971895 
data(p159):a10(A,3):0.6423266130100921 
data(p159):a11(A,3):0.40129002533879987 
data(p159):a12(A,3):0.5454277045558505 
data(p159):a13(A,1):0.0278312464386982 
data(p159):a14(A,1):-0.1872995756774578 
data(p159):a15(A,0):0.4950438129752826 
data(p159):a16(A,1):0.035827711281256266 
data(p159):a17(A,1):0.08597551473660117 
data(p159):a18(A,1):0.1762851672233848 
data(p159):a19(A,0):0.34977305028422456 
data(p159):a20(A,0):-0.04436692943346728 
data(p159):a21(A,0):-0.8294942598057726 
data(p159):a22(A,0):0.13864807640613713 
data(p159):a23(A,0):-0.7889618752827545 
data(p159):a24(A,0):-0.37311676937704097 
data(p159):a25(A,1):-0.007416414019474337 
data(p159):a26(A,2):-0.07586104932789565 
data(p159):a27(A,3):0.3688103224900165 
data(p159):a28(A,3):0.3336026187982645 
data(p159):a29(A,3):0.41321369629982396 
data(p159):a30(A,3):0.1270106903434044 
data(p159):a31(A,3):-0.3075765337884773 
data(p159):a32(A,3):-0.22624576693932527 
data(p159):a33(A,3):0.013108774418035015 
data(p159):a34(A,3):-0.09332672531762672 
data(p159):a35(A,3):-0.4207888348098224 
data(p159):a36(A,3):-1.2712004849970422 
data(p159):a37(A,3):-0.36356099629226185 
data(p159):a38(A,3):0.3481964866606457 
data(p159):a39(A,3):0.2519960992005523 
data(p159):a40(A,3):-0.2975140125683134 
data(p159):a41(A,3):0.19787422820865044 
data(p159):a42(A,3):0.1447015525404664 
data(p159):a43(A,3):0.3517663439646333 
data(p159):a44(A,3):0.4470777280982937 
data(p159):a45(A,3):0.606858317733475 
data(p159):a46(A,3):0.4694533764746843 
data(p159):a47(A,2):-0.12028893426958039 
data(p159):a48(A,3):0.5556047621808843 
data(p159):a49(A,3):0.1319160015923567 
data(p159):a50(A,3):-0.3458625248563514 
data(p159):a51(A,0):-1.1314999916312833 
data(p159):a52(A,2):0.6296973125148179 
data(p159):a53(A,2):-0.023322865229695164 
data(p159):a54(A,2):-0.21585463773137584 
data(p159):a55(A,0):0.6477902232896713 
data(p159):a56(A,2):-0.002815733687486036 
data(p159):a57(A,2):-0.06733691531747528 
data(p159):a58(A,2):0.1633171388458012 
data(p159):a59(A,0):0.03321687790739149 
data(p159):a60(A,1):0.06356732894411268 
data(p181):a1(A,2):0.26349092635622645 
data(p181):a2(A,1):0.08661292967095595 
data(p181):a3(A,2):-0.0262704128475947 
data(p181):a4(A,0):-0.34917502437452413 
data(p181):a5(A,2):0.21346312990213165 
data(p181):a6(A,3):0.10102408421114227 
data(p181):a7(A,2):0.06516888555675479 
data(p181):a8(A,3):-0.4015857974816541 
data(p181):a9(A,3):0.7398800053844292 
data(p181):a10(A,3):0.5666897661685129 
data(p181):a11(A,3):0.3845824595077273 
data(p181):a12(A,3):0.5418568692426716 
data(p181):a13(A,3):0.10836860905816376 
data(p181):a14(A,3):0.024146360390973738 
data(p181):a15(A,1):0.5578431207448342 
data(p181):a16(A,0):0.06094215449382609 
data(p181):a17(A,1):0.08819043571111357 
data(p181):a18(A,1):0.1158638171747914 
data(p181):a19(A,2):-0.3616526528585228 
data(p181):a20(A,2):0.021707907854569188 
data(p181):a21(A,3):1.2375016850241953 
data(p181):a22(A,3):-0.13242093817766887 
data(p181):a23(A,2):0.6003624768948568 
data(p181):a24(A,2):0.339876255998344 
data(p181):a25(A,1):-0.007095289667988452 
data(p181):a26(A,1):0.026960179641508417 
data(p181):a27(A,2):0.22707477538904172 
data(p181):a28(A,3):0.29660483158752426 
data(p181):a29(A,2):0.2337484152526497 
data(p181):a30(A,1):-0.11502609692830003 
data(p181):a31(A,1):0.2645714780688646 
data(p181):a32(A,1):0.33467748413135967 
data(p181):a33(A,2):0.17359289941989747 
data(p181):a34(A,1):0.08544826636690879 
data(p181):a35(A,0):0.4375142802831561 
data(p181):a36(A,0):1.2191976338860837 
data(p181):a37(A,1):0.19959794848484583 
data(p181):a38(A,1):-0.38412535163584055 
data(p181):a39(A,3):0.2601369839422027 
data(p181):a40(A,3):-0.37596457881769973 
data(p181):a41(A,0):-0.2120819820278986 
data(p181):a42(A,1):-0.10074670857467152 
data(p181):a43(A,3):0.3083320197609005 
data(p181):a44(A,3):0.5191447561174258 
data(p181):a45(A,3):0.5820293072566404 
data(p181):a46(A,2):0.2610508854689002 
data(p181):a47(A,1):-0.013800928265846663 
data(p181):a48(A,3):0.47453231311848215 
data(p181):a49(A,3):0.08134021765061902 
data(p181):a50(A,0):0.32430885272452864 
data(p181):a51(A,3):0.9366233431319854 
data(p181):a52(A,3):0.9103933924593511 
data(p181):a53(A,1):0.053249435225734 
data(p181):a54(A,0):0.21619373963047123 
data(p181):a55(A,2):-0.6865613520735844 
data(p181):a56(A,0):-0.06262846647043029 
data(p181):a57(A,0):0.05858555451314291 
data(p181):a58(A,1):-0.11621915506907345 
data(p181):a59(A,2):0.01053170532845192 
data(p181):a60(A,2):-0.18877452452340743 
data(p18):a1(A,1):-0.32674135335280924 
data(p18):a2(A,3):0.016421600406036786 
data(p18):a3(A,2):-0.06193335599457322 
data(p18):a4(A,3):0.5458435267850115 
data(p18):a5(A,3):0.21984720891696904 
data(p18):a6(A,1):-0.14609004487413507 
data(p18):a7(A,0):0.013315792141161215 
data(p18):a8(A,0):0.33250743214286665 
data(p18):a9(A,1):-0.3624290763943521 
data(p18):a10(A,1):-0.42640103203499014 
data(p18):a11(A,0):-0.40440581409465365 
data(p18):a12(A,1):-0.5400217013940274 
data(p18):a13(A,3):0.14113418170221273 
data(p18):a14(A,3):0.0721717641622715 
data(p18):a15(A,2):0.05348937772234961 
data(p18):a16(A,3):-0.22234602964903658 
data(p18):a17(A,2):0.1194930907456697 
data(p18):a18(A,2):-0.15044472906554632 
data(p18):a19(A,2):-0.35518557079869234 
data(p18):a20(A,2):-0.004735145536924029 
data(p18):a21(A,1):-1.2676144001193215 
data(p18):a22(A,1):0.08456158414481592 
data(p18):a23(A,2):0.5632523634146713 
data(p18):a24(A,2):0.35027763690972413 
data(p18):a25(A,1):-0.03400888636006089 
data(p18):a26(A,0):0.16064001970757305 
data(p18):a27(A,0):-0.11831683869361928 
data(p18):a28(A,0):-0.15248089261748823 
data(p18):a29(A,0):-0.30307001752047663 
data(p18):a30(A,0):-0.15656415477050104 
data(p18):a31(A,0):0.32574864657922425 
data(p18):a32(A,2):-0.22536040303571767 
data(p18):a33(A,3):-0.03819243380625147 
data(p18):a34(A,2):-0.09204145623727254 
data(p18):a35(A,1):0.3917882234014743 
data(p18):a36(A,3):-1.7057080578928843 
data(p18):a37(A,3):-0.5193894845206131 
data(p18):a38(A,3):0.33996828032905585 
data(p18):a39(A,2):0.25901192976393406 
data(p18):a40(A,2):-0.24038571124524705 
data(p18):a41(A,3):0.2040274777771063 
data(p18):a42(A,3):0.13198018225861757 
data(p18):a43(A,2):0.04758842198977261 
data(p18):a44(A,1):-0.3538264990997335 
data(p18):a45(A,1):-0.3100195571430778 
data(p18):a46(A,2):0.0454293090213207 
data(p18):a47(A,1):-0.06581054370642223 
data(p18):a48(A,2):0.28668986108097627 
data(p18):a49(A,2):-0.007673817528232996 
data(p18):a50(A,2):-0.2150306664005994 
data(p18):a51(A,3):0.8307113910520992 
data(p18):a52(A,3):1.0363382792829463 
data(p18):a53(A,2):-0.023133884785049658 
data(p18):a54(A,2):-0.2860153620506197 
data(p18):a55(A,2):-0.7183069958363597 
data(p18):a56(A,0):-0.0829672108070305 
data(p18):a57(A,1):0.12238296438412426 
data(p18):a58(A,1):-0.15865994394500865 
data(p18):a59(A,3):0.05699638771351544 
data(p18):a60(A,2):-0.2637918418270429 
data(p130):a1(A,3):0.35732413853600314 
data(p130):a2(A,3):-0.012454862723458127 
data(p130):a3(A,3):-0.08784117814383702 
data(p130):a4(A,3):0.542868789230459 
data(p130):a5(A,3):0.21015076214363643 
data(p130):a6(A,3):0.12903583409054215 
data(p130):a7(A,3):-0.07005777006459209 
data(p130):a8(A,3):-0.4052540693113643 
data(p130):a9(A,2):0.6231179850625534 
data(p130):a10(A,2):0.4765503436320905 
data(p130):a11(A,3):0.265052968876479 
data(p130):a12(A,3):0.553436717529979 
data(p130):a13(A,3):0.10919459123824438 
data(p130):a14(A,3):0.036427440748291524 
data(p130):a15(A,3):-1.0519108184607864 
data(p130):a16(A,3):-0.20304366864803194 
data(p130):a17(A,3):-0.1915382157914772 
data(p130):a18(A,3):-0.11911251450796564 
data(p130):a19(A,3):-0.276647600210647 
data(p130):a20(A,2):0.006767610301829433 
data(p130):a21(A,2):0.8045876474486837 
data(p130):a22(A,2):-0.07547566646182903 
data(p130):a23(A,2):0.5857813272499455 
data(p130):a24(A,1):-0.3469830954741826 
data(p130):a25(A,0):0.005344232645228207 
data(p130):a26(A,1):-0.0006917353404102796 
data(p130):a27(A,0):0.04620981690188434 
data(p130):a28(A,1):-0.2647932580383196 
data(p130):a29(A,0):-0.28287815899133334 
data(p130):a30(A,0):-0.124406765537057 
data(p130):a31(A,0):0.40885030821973856 
data(p130):a32(A,0):0.10324703286341189 
data(p130):a33(A,1):-0.09622215459740593 
data(p130):a34(A,1):0.09802703593462937 
data(p130):a35(A,1):0.38455050628445797 
data(p130):a36(A,0):1.1644672050419649 
data(p130):a37(A,1):0.14522651055604271 
data(p130):a38(A,2):0.37132529518082275 
data(p130):a39(A,2):0.27392543001457675 
data(p130):a40(A,1):0.4543948687912505 
data(p130):a41(A,0):-0.18747167008785456 
data(p130):a42(A,2):0.1698637039397042 
data(p130):a43(A,3):0.28755218797185783 
data(p130):a44(A,1):-0.2666262873770666 
data(p130):a45(A,0):-0.2956935033178359 
data(p130):a46(A,1):0.12110973909434702 
data(p130):a47(A,1):0.013907087733360085 
data(p130):a48(A,1):0.028691296333649474 
data(p130):a49(A,2):0.005943411515828047 
data(p130):a50(A,3):-0.3231771349125756 
data(p130):a51(A,2):0.9333706758462798 
data(p130):a52(A,2):0.8783464986592641 
data(p130):a53(A,2):-0.029802311111157886 
data(p130):a54(A,3):-0.06595346850524825 
data(p130):a55(A,1):0.5000481915116838 
data(p130):a56(A,1):-0.14619787555368816 
data(p130):a57(A,0):0.08382035811037658 
data(p130):a58(A,2):0.24219437199725266 
data(p130):a59(A,3):0.06444204458921307 
data(p130):a60(A,1):-0.047847354695994375 
data(p147):a1(A,3):0.3764908640883036 
data(p147):a2(A,3):0.01971393136851866 
data(p147):a3(A,2):-0.04829049304539642 
data(p147):a4(A,2):0.274377286523229 
data(p147):a5(A,2):0.2120288212457958 
